[I 2024-07-08 21:07:01,125] A new study created in memory with name: no-name-2fce4595-1893-44fe-87ef-12d5c3f6e4d6
Seed set to 42
  0%|          | 0/300 [00:00<?, ?it/s]
Train: 0.5672 | Test: 0.4726 | Test metric: 0.5117 | Dataset: gs-lf:   0%|          | 0/300 [00:01<?, ?it/s]
Train: 0.0944 | Test: 0.0991 | Test metric: 0.8689 | Dataset: gs-lf:  17%|█▋        | 51/300 [01:52<09:04,  2.19s/it]
Train: 0.0945 | Test: 0.0997 | Test metric: 0.8704 | Dataset: gs-lf:  17%|█▋        | 51/300 [01:54<09:04,  2.19s/it]
Train: 0.0945 | Test: 0.0997 | Test metric: 0.8704 | Dataset: gs-lf:  17%|█▋        | 52/300 [01:54<09:01,  2.18s/it]
Train: 0.0940 | Test: 0.0995 | Test metric: 0.8696 | Dataset: gs-lf:  17%|█▋        | 52/300 [01:56<09:01,  2.18s/it]
Train: 0.0940 | Test: 0.0995 | Test metric: 0.8696 | Dataset: gs-lf:  18%|█▊        | 53/300 [01:56<08:58,  2.18s/it]
Train: 0.0936 | Test: 0.0995 | Test metric: 0.8715 | Dataset: gs-lf:  18%|█▊        | 53/300 [01:58<08:58,  2.18s/it]
Train: 0.0936 | Test: 0.0995 | Test metric: 0.8715 | Dataset: gs-lf:  18%|█▊        | 54/300 [01:58<08:56,  2.18s/it]
Train: 0.0932 | Test: 0.0993 | Test metric: 0.8703 | Dataset: gs-lf:  18%|█▊        | 54/300 [02:00<08:56,  2.18s/it]
Train: 0.0932 | Test: 0.0993 | Test metric: 0.8703 | Dataset: gs-lf:  18%|█▊        | 55/300 [02:00<08:54,  2.18s/it]
Train: 0.0930 | Test: 0.0987 | Test metric: 0.8717 | Dataset: gs-lf:  18%|█▊        | 55/300 [02:03<08:54,  2.18s/it]
Train: 0.0930 | Test: 0.0987 | Test metric: 0.8717 | Dataset: gs-lf:  19%|█▊        | 56/300 [02:03<08:53,  2.19s/it]
Train: 0.0934 | Test: 0.0995 | Test metric: 0.8716 | Dataset: gs-lf:  19%|█▊        | 56/300 [02:05<08:53,  2.19s/it]
Train: 0.0934 | Test: 0.0995 | Test metric: 0.8716 | Dataset: gs-lf:  19%|█▉        | 57/300 [02:05<08:53,  2.19s/it]
Train: 0.0934 | Test: 0.0990 | Test metric: 0.8718 | Dataset: gs-lf:  19%|█▉        | 57/300 [02:07<08:53,  2.19s/it]
Train: 0.0934 | Test: 0.0990 | Test metric: 0.8718 | Dataset: gs-lf:  19%|█▉        | 58/300 [02:07<08:50,  2.19s/it]
Train: 0.0923 | Test: 0.0986 | Test metric: 0.8717 | Dataset: gs-lf:  19%|█▉        | 58/300 [02:09<08:50,  2.19s/it]
Train: 0.0923 | Test: 0.0986 | Test metric: 0.8717 | Dataset: gs-lf:  20%|█▉        | 59/300 [02:09<08:46,  2.19s/it]
Train: 0.0926 | Test: 0.0990 | Test metric: 0.8724 | Dataset: gs-lf:  20%|█▉        | 59/300 [02:11<08:46,  2.19s/it]
Train: 0.0926 | Test: 0.0990 | Test metric: 0.8724 | Dataset: gs-lf:  20%|██        | 60/300 [02:11<08:44,  2.19s/it]
Train: 0.0924 | Test: 0.0994 | Test metric: 0.8736 | Dataset: gs-lf:  20%|██        | 60/300 [02:14<08:44,  2.19s/it]
Train: 0.0924 | Test: 0.0994 | Test metric: 0.8736 | Dataset: gs-lf:  20%|██        | 61/300 [02:14<08:42,  2.19s/it]
Train: 0.0918 | Test: 0.0979 | Test metric: 0.8743 | Dataset: gs-lf:  20%|██        | 61/300 [02:16<08:42,  2.19s/it]
Train: 0.0918 | Test: 0.0979 | Test metric: 0.8743 | Dataset: gs-lf:  21%|██        | 62/300 [02:16<08:39,  2.18s/it]
Train: 0.0920 | Test: 0.0978 | Test metric: 0.8734 | Dataset: gs-lf:  21%|██        | 62/300 [02:18<08:39,  2.18s/it]
Train: 0.0920 | Test: 0.0978 | Test metric: 0.8734 | Dataset: gs-lf:  21%|██        | 63/300 [02:18<08:36,  2.18s/it]
Train: 0.0923 | Test: 0.0984 | Test metric: 0.8737 | Dataset: gs-lf:  21%|██        | 63/300 [02:20<08:36,  2.18s/it]
Train: 0.0923 | Test: 0.0984 | Test metric: 0.8737 | Dataset: gs-lf:  21%|██▏       | 64/300 [02:20<08:34,  2.18s/it]
Train: 0.0918 | Test: 0.0986 | Test metric: 0.8723 | Dataset: gs-lf:  21%|██▏       | 64/300 [02:22<08:34,  2.18s/it]
Train: 0.0918 | Test: 0.0986 | Test metric: 0.8723 | Dataset: gs-lf:  22%|██▏       | 65/300 [02:22<08:32,  2.18s/it]
Train: 0.0918 | Test: 0.0976 | Test metric: 0.8744 | Dataset: gs-lf:  22%|██▏       | 65/300 [02:25<08:32,  2.18s/it]
Train: 0.0918 | Test: 0.0976 | Test metric: 0.8744 | Dataset: gs-lf:  22%|██▏       | 66/300 [02:25<08:34,  2.20s/it]
Train: 0.0917 | Test: 0.0983 | Test metric: 0.8738 | Dataset: gs-lf:  22%|██▏       | 66/300 [02:27<08:34,  2.20s/it]
Train: 0.0917 | Test: 0.0983 | Test metric: 0.8738 | Dataset: gs-lf:  22%|██▏       | 67/300 [02:27<08:32,  2.20s/it]
Train: 0.0914 | Test: 0.0977 | Test metric: 0.8756 | Dataset: gs-lf:  22%|██▏       | 67/300 [02:29<08:32,  2.20s/it]
Train: 0.0914 | Test: 0.0977 | Test metric: 0.8756 | Dataset: gs-lf:  23%|██▎       | 68/300 [02:29<08:29,  2.20s/it]
Train: 0.0911 | Test: 0.0985 | Test metric: 0.8726 | Dataset: gs-lf:  23%|██▎       | 68/300 [02:31<08:29,  2.20s/it]
Train: 0.0911 | Test: 0.0985 | Test metric: 0.8726 | Dataset: gs-lf:  23%|██▎       | 69/300 [02:31<08:26,  2.19s/it]
Train: 0.0910 | Test: 0.0979 | Test metric: 0.8745 | Dataset: gs-lf:  23%|██▎       | 69/300 [02:33<08:26,  2.19s/it]
Train: 0.0910 | Test: 0.0979 | Test metric: 0.8745 | Dataset: gs-lf:  23%|██▎       | 70/300 [02:33<08:23,  2.19s/it]
Train: 0.0906 | Test: 0.0984 | Test metric: 0.8748 | Dataset: gs-lf:  23%|██▎       | 70/300 [02:35<08:23,  2.19s/it]
Train: 0.0906 | Test: 0.0984 | Test metric: 0.8748 | Dataset: gs-lf:  24%|██▎       | 71/300 [02:35<08:20,  2.19s/it]
Train: 0.0905 | Test: 0.0982 | Test metric: 0.8738 | Dataset: gs-lf:  24%|██▎       | 71/300 [02:38<08:20,  2.19s/it]
Train: 0.0905 | Test: 0.0982 | Test metric: 0.8738 | Dataset: gs-lf:  24%|██▍       | 72/300 [02:38<08:17,  2.18s/it]
Train: 0.0902 | Test: 0.0978 | Test metric: 0.8761 | Dataset: gs-lf:  24%|██▍       | 72/300 [02:40<08:17,  2.18s/it]
Train: 0.0902 | Test: 0.0978 | Test metric: 0.8761 | Dataset: gs-lf:  24%|██▍       | 73/300 [02:40<08:15,  2.18s/it]
Train: 0.0905 | Test: 0.0973 | Test metric: 0.8757 | Dataset: gs-lf:  24%|██▍       | 73/300 [02:42<08:15,  2.18s/it]
Train: 0.0905 | Test: 0.0973 | Test metric: 0.8757 | Dataset: gs-lf:  25%|██▍       | 74/300 [02:42<08:13,  2.18s/it]
Train: 0.0901 | Test: 0.0979 | Test metric: 0.8754 | Dataset: gs-lf:  25%|██▍       | 74/300 [02:44<08:13,  2.18s/it]
Train: 0.0901 | Test: 0.0979 | Test metric: 0.8754 | Dataset: gs-lf:  25%|██▌       | 75/300 [02:44<08:10,  2.18s/it]
Train: 0.0901 | Test: 0.0986 | Test metric: 0.8734 | Dataset: gs-lf:  25%|██▌       | 75/300 [02:46<08:10,  2.18s/it]
Train: 0.0901 | Test: 0.0986 | Test metric: 0.8734 | Dataset: gs-lf:  25%|██▌       | 76/300 [02:46<08:12,  2.20s/it]
Train: 0.0898 | Test: 0.0987 | Test metric: 0.8755 | Dataset: gs-lf:  25%|██▌       | 76/300 [02:49<08:12,  2.20s/it]
Train: 0.0898 | Test: 0.0987 | Test metric: 0.8755 | Dataset: gs-lf:  26%|██▌       | 77/300 [02:49<08:09,  2.20s/it]
Train: 0.0896 | Test: 0.0983 | Test metric: 0.8753 | Dataset: gs-lf:  26%|██▌       | 77/300 [02:51<08:09,  2.20s/it]
Train: 0.0896 | Test: 0.0983 | Test metric: 0.8753 | Dataset: gs-lf:  26%|██▌       | 78/300 [02:51<08:06,  2.19s/it]
Train: 0.0891 | Test: 0.0979 | Test metric: 0.8750 | Dataset: gs-lf:  26%|██▌       | 78/300 [02:53<08:06,  2.19s/it]
Train: 0.0891 | Test: 0.0979 | Test metric: 0.8750 | Dataset: gs-lf:  26%|██▋       | 79/300 [02:53<08:03,  2.19s/it]
Train: 0.0892 | Test: 0.0981 | Test metric: 0.8742 | Dataset: gs-lf:  26%|██▋       | 79/300 [02:55<08:03,  2.19s/it]
Train: 0.0892 | Test: 0.0981 | Test metric: 0.8742 | Dataset: gs-lf:  27%|██▋       | 80/300 [02:55<08:00,  2.18s/it]
Train: 0.0896 | Test: 0.0980 | Test metric: 0.8757 | Dataset: gs-lf:  27%|██▋       | 80/300 [02:57<08:00,  2.18s/it]
Train: 0.0896 | Test: 0.0980 | Test metric: 0.8757 | Dataset: gs-lf:  27%|██▋       | 81/300 [02:57<07:57,  2.18s/it]
Train: 0.0893 | Test: 0.0990 | Test metric: 0.8761 | Dataset: gs-lf:  27%|██▋       | 81/300 [03:00<07:57,  2.18s/it]
Train: 0.0893 | Test: 0.0990 | Test metric: 0.8761 | Dataset: gs-lf:  27%|██▋       | 82/300 [03:00<07:55,  2.18s/it]
Train: 0.0890 | Test: 0.0985 | Test metric: 0.8755 | Dataset: gs-lf:  27%|██▋       | 82/300 [03:02<07:55,  2.18s/it]
Train: 0.0890 | Test: 0.0985 | Test metric: 0.8755 | Dataset: gs-lf:  28%|██▊       | 83/300 [03:02<07:53,  2.18s/it]
Train: 0.0887 | Test: 0.0976 | Test metric: 0.8748 | Dataset: gs-lf:  28%|██▊       | 83/300 [03:04<07:53,  2.18s/it]
Train: 0.0887 | Test: 0.0976 | Test metric: 0.8748 | Dataset: gs-lf:  28%|██▊       | 84/300 [03:04<07:51,  2.18s/it]
Train: 0.0886 | Test: 0.0976 | Test metric: 0.8748 | Dataset: gs-lf:  28%|██▊       | 84/300 [03:06<07:51,  2.18s/it]
Train: 0.0886 | Test: 0.0976 | Test metric: 0.8748 | Dataset: gs-lf:  28%|██▊       | 85/300 [03:06<07:48,  2.18s/it]
Train: 0.0885 | Test: 0.0994 | Test metric: 0.8748 | Dataset: gs-lf:  28%|██▊       | 85/300 [03:08<07:48,  2.18s/it]
Train: 0.0885 | Test: 0.0994 | Test metric: 0.8748 | Dataset: gs-lf:  29%|██▊       | 86/300 [03:08<07:49,  2.19s/it]
Train: 0.0886 | Test: 0.0983 | Test metric: 0.8760 | Dataset: gs-lf:  29%|██▊       | 86/300 [03:10<07:49,  2.19s/it]
Train: 0.0886 | Test: 0.0983 | Test metric: 0.8760 | Dataset: gs-lf:  29%|██▉       | 87/300 [03:10<07:47,  2.20s/it]
Train: 0.0884 | Test: 0.1005 | Test metric: 0.8723 | Dataset: gs-lf:  29%|██▉       | 87/300 [03:13<07:47,  2.20s/it]
Train: 0.0884 | Test: 0.1005 | Test metric: 0.8723 | Dataset: gs-lf:  29%|██▉       | 88/300 [03:13<07:44,  2.19s/it]
Train: 0.0885 | Test: 0.0977 | Test metric: 0.8771 | Dataset: gs-lf:  29%|██▉       | 88/300 [03:15<07:44,  2.19s/it]
Train: 0.0885 | Test: 0.0977 | Test metric: 0.8771 | Dataset: gs-lf:  30%|██▉       | 89/300 [03:15<07:42,  2.19s/it]
Train: 0.0879 | Test: 0.0973 | Test metric: 0.8778 | Dataset: gs-lf:  30%|██▉       | 89/300 [03:17<07:42,  2.19s/it]
Train: 0.0879 | Test: 0.0973 | Test metric: 0.8778 | Dataset: gs-lf:  30%|███       | 90/300 [03:17<07:39,  2.19s/it]
Train: 0.0882 | Test: 0.0979 | Test metric: 0.8759 | Dataset: gs-lf:  30%|███       | 90/300 [03:19<07:39,  2.19s/it]
Train: 0.0882 | Test: 0.0979 | Test metric: 0.8759 | Dataset: gs-lf:  30%|███       | 91/300 [03:19<07:36,  2.19s/it]
Train: 0.0877 | Test: 0.0970 | Test metric: 0.8772 | Dataset: gs-lf:  30%|███       | 91/300 [03:21<07:36,  2.19s/it]
Train: 0.0877 | Test: 0.0970 | Test metric: 0.8772 | Dataset: gs-lf:  31%|███       | 92/300 [03:21<07:34,  2.18s/it]
Train: 0.0880 | Test: 0.0980 | Test metric: 0.8772 | Dataset: gs-lf:  31%|███       | 92/300 [03:24<07:34,  2.18s/it]
Train: 0.0880 | Test: 0.0980 | Test metric: 0.8772 | Dataset: gs-lf:  31%|███       | 93/300 [03:24<07:31,  2.18s/it]
Train: 0.0878 | Test: 0.0968 | Test metric: 0.8793 | Dataset: gs-lf:  31%|███       | 93/300 [03:26<07:31,  2.18s/it]
Train: 0.0878 | Test: 0.0968 | Test metric: 0.8793 | Dataset: gs-lf:  31%|███▏      | 94/300 [03:26<07:31,  2.19s/it]
Train: 0.0875 | Test: 0.0973 | Test metric: 0.8783 | Dataset: gs-lf:  31%|███▏      | 94/300 [03:28<07:31,  2.19s/it]
Train: 0.0875 | Test: 0.0973 | Test metric: 0.8783 | Dataset: gs-lf:  32%|███▏      | 95/300 [03:28<07:28,  2.19s/it]
Train: 0.0876 | Test: 0.0968 | Test metric: 0.8769 | Dataset: gs-lf:  32%|███▏      | 95/300 [03:30<07:28,  2.19s/it]
Train: 0.0876 | Test: 0.0968 | Test metric: 0.8769 | Dataset: gs-lf:  32%|███▏      | 96/300 [03:30<07:27,  2.20s/it]
Train: 0.0870 | Test: 0.0982 | Test metric: 0.8755 | Dataset: gs-lf:  32%|███▏      | 96/300 [03:32<07:27,  2.20s/it]
Train: 0.0870 | Test: 0.0982 | Test metric: 0.8755 | Dataset: gs-lf:  32%|███▏      | 97/300 [03:32<07:26,  2.20s/it]
Train: 0.0870 | Test: 0.0979 | Test metric: 0.8784 | Dataset: gs-lf:  32%|███▏      | 97/300 [03:35<07:26,  2.20s/it]
Train: 0.0870 | Test: 0.0979 | Test metric: 0.8784 | Dataset: gs-lf:  33%|███▎      | 98/300 [03:35<07:23,  2.19s/it]
Train: 0.0870 | Test: 0.0974 | Test metric: 0.8780 | Dataset: gs-lf:  33%|███▎      | 98/300 [03:37<07:23,  2.19s/it]
Train: 0.0870 | Test: 0.0974 | Test metric: 0.8780 | Dataset: gs-lf:  33%|███▎      | 99/300 [03:37<07:20,  2.19s/it]
Train: 0.0871 | Test: 0.0968 | Test metric: 0.8779 | Dataset: gs-lf:  33%|███▎      | 99/300 [03:39<07:20,  2.19s/it]
Train: 0.0871 | Test: 0.0968 | Test metric: 0.8779 | Dataset: gs-lf:  33%|███▎      | 100/300 [03:39<07:17,  2.19s/it]
Train: 0.0865 | Test: 0.0973 | Test metric: 0.8778 | Dataset: gs-lf:  33%|███▎      | 100/300 [03:41<07:17,  2.19s/it]
Train: 0.0865 | Test: 0.0973 | Test metric: 0.8778 | Dataset: gs-lf:  34%|███▎      | 101/300 [03:41<07:14,  2.19s/it]
Train: 0.0868 | Test: 0.0975 | Test metric: 0.8782 | Dataset: gs-lf:  34%|███▎      | 101/300 [03:43<07:14,  2.19s/it]
Train: 0.0868 | Test: 0.0975 | Test metric: 0.8782 | Dataset: gs-lf:  34%|███▍      | 102/300 [03:43<07:12,  2.18s/it]
Train: 0.0861 | Test: 0.0974 | Test metric: 0.8780 | Dataset: gs-lf:  34%|███▍      | 102/300 [03:46<07:12,  2.18s/it]
Train: 0.0861 | Test: 0.0974 | Test metric: 0.8780 | Dataset: gs-lf:  34%|███▍      | 103/300 [03:46<07:10,  2.19s/it]
Train: 0.0863 | Test: 0.0980 | Test metric: 0.8773 | Dataset: gs-lf:  34%|███▍      | 103/300 [03:48<07:10,  2.19s/it]
Train: 0.0863 | Test: 0.0980 | Test metric: 0.8773 | Dataset: gs-lf:  35%|███▍      | 104/300 [03:48<07:09,  2.19s/it]
Train: 0.0861 | Test: 0.0983 | Test metric: 0.8774 | Dataset: gs-lf:  35%|███▍      | 104/300 [03:50<07:09,  2.19s/it]
Train: 0.0861 | Test: 0.0983 | Test metric: 0.8774 | Dataset: gs-lf:  35%|███▌      | 105/300 [03:50<07:06,  2.19s/it]
Train: 0.0860 | Test: 0.0986 | Test metric: 0.8776 | Dataset: gs-lf:  35%|███▌      | 105/300 [03:52<07:06,  2.19s/it]
Train: 0.0860 | Test: 0.0986 | Test metric: 0.8776 | Dataset: gs-lf:  35%|███▌      | 106/300 [03:52<07:05,  2.19s/it]
Train: 0.0856 | Test: 0.0977 | Test metric: 0.8774 | Dataset: gs-lf:  35%|███▌      | 106/300 [03:54<07:05,  2.19s/it]
Train: 0.0856 | Test: 0.0977 | Test metric: 0.8774 | Dataset: gs-lf:  36%|███▌      | 107/300 [03:54<07:04,  2.20s/it]
Train: 0.0861 | Test: 0.0983 | Test metric: 0.8777 | Dataset: gs-lf:  36%|███▌      | 107/300 [03:56<07:04,  2.20s/it]
Train: 0.0861 | Test: 0.0983 | Test metric: 0.8777 | Dataset: gs-lf:  36%|███▌      | 108/300 [03:56<07:00,  2.19s/it]
Train: 0.0854 | Test: 0.0978 | Test metric: 0.8764 | Dataset: gs-lf:  36%|███▌      | 108/300 [03:59<07:00,  2.19s/it]
Train: 0.0854 | Test: 0.0978 | Test metric: 0.8764 | Dataset: gs-lf:  36%|███▌      | 108/300 [03:59<07:05,  2.21s/it]
[I 2024-07-09 00:29:42,223] Trial 41 finished with value: 0.8792682886123657 and parameters: {'global_dim': 256, 'depth': 3, 'hidden_dim': 64, 'dropout': 0.1, 'learning_rate': 0.0005}. Best is trial 37 with value: 0.88084876537323.
Early stop reached at 93 with loss 0.8792682886123657
=====================================================================================
Layer (type:depth-idx)                                       Param #
=====================================================================================
GraphNets                                                    --
├─ModuleList: 1-1                                            --
│    └─MetaLayer: 2-1                                        --
│    │    └─EdgeFiLMModel: 3-1                               10,416
│    │    └─NodeAttnModel: 3-2                               26,287
│    │    └─GlobalPNAModel: 3-3                              51,456
│    └─MetaLayer: 2-2                                        --
│    │    └─EdgeFiLMModel: 3-4                               11,956
│    │    └─NodeAttnModel: 3-5                               26,287
│    │    └─GlobalPNAModel: 3-6                              54,976
│    └─MetaLayer: 2-3                                        --
│    │    └─EdgeFiLMModel: 3-7                               11,956
│    │    └─NodeAttnModel: 3-8                               26,287
│    │    └─GlobalPNAModel: 3-9                              54,976
=====================================================================================
Total params: 274,597
Trainable params: 274,597
Non-trainable params: 0
=====================================================================================
Seed set to 42

  0%|          | 0/300 [00:00<?, ?it/s]
Train: 0.2539 | Test: 0.1351 | Test metric: 0.5424 | Dataset: gs-lf:   0%|          | 0/300 [00:02<?, ?it/s]
Train: 0.2539 | Test: 0.1351 | Test metric: 0.5424 | Dataset: gs-lf:   0%|          | 1/300 [00:02<10:45,  2.16s/it]
Train: 0.1327 | Test: 0.1342 | Test metric: 0.5674 | Dataset: gs-lf:   0%|          | 1/300 [00:04<10:45,  2.16s/it]
Train: 0.1327 | Test: 0.1342 | Test metric: 0.5674 | Dataset: gs-lf:   1%|          | 2/300 [00:04<10:41,  2.15s/it]
Train: 0.1320 | Test: 0.1328 | Test metric: 0.5676 | Dataset: gs-lf:   1%|          | 2/300 [00:06<10:41,  2.15s/it]
Train: 0.1320 | Test: 0.1328 | Test metric: 0.5676 | Dataset: gs-lf:   1%|          | 3/300 [00:06<10:40,  2.16s/it]
Train: 0.1291 | Test: 0.1283 | Test metric: 0.6130 | Dataset: gs-lf:   1%|          | 3/300 [00:08<10:40,  2.16s/it]
Train: 0.1291 | Test: 0.1283 | Test metric: 0.6130 | Dataset: gs-lf:   1%|▏         | 4/300 [00:08<10:38,  2.16s/it]
Train: 0.1241 | Test: 0.1219 | Test metric: 0.6780 | Dataset: gs-lf:   1%|▏         | 4/300 [00:10<10:38,  2.16s/it]
Train: 0.1241 | Test: 0.1219 | Test metric: 0.6780 | Dataset: gs-lf:   2%|▏         | 5/300 [00:10<10:37,  2.16s/it]
Train: 0.1190 | Test: 0.1186 | Test metric: 0.7379 | Dataset: gs-lf:   2%|▏         | 5/300 [00:12<10:37,  2.16s/it]
Train: 0.1190 | Test: 0.1186 | Test metric: 0.7379 | Dataset: gs-lf:   2%|▏         | 6/300 [00:12<10:34,  2.16s/it]
Train: 0.1155 | Test: 0.1150 | Test metric: 0.7747 | Dataset: gs-lf:   2%|▏         | 6/300 [00:15<10:34,  2.16s/it]
Train: 0.1155 | Test: 0.1150 | Test metric: 0.7747 | Dataset: gs-lf:   2%|▏         | 7/300 [00:15<10:34,  2.17s/it]
Train: 0.1125 | Test: 0.1127 | Test metric: 0.7934 | Dataset: gs-lf:   2%|▏         | 7/300 [00:17<10:34,  2.17s/it]
Train: 0.1125 | Test: 0.1127 | Test metric: 0.7934 | Dataset: gs-lf:   3%|▎         | 8/300 [00:17<10:34,  2.17s/it]
Train: 0.1102 | Test: 0.1131 | Test metric: 0.8041 | Dataset: gs-lf:   3%|▎         | 8/300 [00:19<10:34,  2.17s/it]
Train: 0.1102 | Test: 0.1131 | Test metric: 0.8041 | Dataset: gs-lf:   3%|▎         | 9/300 [00:19<10:30,  2.17s/it]
Train: 0.1091 | Test: 0.1098 | Test metric: 0.8188 | Dataset: gs-lf:   3%|▎         | 9/300 [00:21<10:30,  2.17s/it]
Train: 0.1091 | Test: 0.1098 | Test metric: 0.8188 | Dataset: gs-lf:   3%|▎         | 10/300 [00:21<10:27,  2.16s/it]
Train: 0.1072 | Test: 0.1082 | Test metric: 0.8276 | Dataset: gs-lf:   3%|▎         | 10/300 [00:23<10:27,  2.16s/it]
Train: 0.1072 | Test: 0.1082 | Test metric: 0.8276 | Dataset: gs-lf:   4%|▎         | 11/300 [00:23<10:23,  2.16s/it]
Train: 0.1062 | Test: 0.1095 | Test metric: 0.8306 | Dataset: gs-lf:   4%|▎         | 11/300 [00:25<10:23,  2.16s/it]
Train: 0.1062 | Test: 0.1095 | Test metric: 0.8306 | Dataset: gs-lf:   4%|▍         | 12/300 [00:25<10:21,  2.16s/it]
Train: 0.1057 | Test: 0.1072 | Test metric: 0.8335 | Dataset: gs-lf:   4%|▍         | 12/300 [00:28<10:21,  2.16s/it]
Train: 0.1057 | Test: 0.1072 | Test metric: 0.8335 | Dataset: gs-lf:   4%|▍         | 13/300 [00:28<10:18,  2.16s/it]
Train: 0.1052 | Test: 0.1069 | Test metric: 0.8360 | Dataset: gs-lf:   4%|▍         | 13/300 [00:30<10:18,  2.16s/it]
Train: 0.1052 | Test: 0.1069 | Test metric: 0.8360 | Dataset: gs-lf:   5%|▍         | 14/300 [00:30<10:18,  2.16s/it]
Train: 0.1039 | Test: 0.1062 | Test metric: 0.8404 | Dataset: gs-lf:   5%|▍         | 14/300 [00:32<10:18,  2.16s/it]
Train: 0.1039 | Test: 0.1062 | Test metric: 0.8404 | Dataset: gs-lf:   5%|▌         | 15/300 [00:32<10:15,  2.16s/it]
Train: 0.1035 | Test: 0.1047 | Test metric: 0.8438 | Dataset: gs-lf:   5%|▌         | 15/300 [00:34<10:15,  2.16s/it]
Train: 0.1035 | Test: 0.1047 | Test metric: 0.8438 | Dataset: gs-lf:   5%|▌         | 16/300 [00:34<10:12,  2.16s/it]
Train: 0.1027 | Test: 0.1065 | Test metric: 0.8449 | Dataset: gs-lf:   5%|▌         | 16/300 [00:36<10:12,  2.16s/it]
Train: 0.1027 | Test: 0.1065 | Test metric: 0.8449 | Dataset: gs-lf:   6%|▌         | 17/300 [00:36<10:10,  2.16s/it]
Train: 0.1028 | Test: 0.1043 | Test metric: 0.8454 | Dataset: gs-lf:   6%|▌         | 17/300 [00:38<10:10,  2.16s/it]
Train: 0.1028 | Test: 0.1043 | Test metric: 0.8454 | Dataset: gs-lf:   6%|▌         | 18/300 [00:38<10:12,  2.17s/it]
Train: 0.1018 | Test: 0.1034 | Test metric: 0.8469 | Dataset: gs-lf:   6%|▌         | 18/300 [00:41<10:12,  2.17s/it]
Train: 0.1018 | Test: 0.1034 | Test metric: 0.8469 | Dataset: gs-lf:   6%|▋         | 19/300 [00:41<10:08,  2.17s/it]
Train: 0.1010 | Test: 0.1037 | Test metric: 0.8483 | Dataset: gs-lf:   6%|▋         | 19/300 [00:43<10:08,  2.17s/it]
Train: 0.1010 | Test: 0.1037 | Test metric: 0.8483 | Dataset: gs-lf:   7%|▋         | 20/300 [00:43<10:05,  2.16s/it]
Train: 0.1007 | Test: 0.1042 | Test metric: 0.8506 | Dataset: gs-lf:   7%|▋         | 20/300 [00:45<10:05,  2.16s/it]
Train: 0.1007 | Test: 0.1042 | Test metric: 0.8506 | Dataset: gs-lf:   7%|▋         | 21/300 [00:45<10:02,  2.16s/it]
Train: 0.1003 | Test: 0.1021 | Test metric: 0.8539 | Dataset: gs-lf:   7%|▋         | 21/300 [00:47<10:02,  2.16s/it]
Train: 0.1003 | Test: 0.1021 | Test metric: 0.8539 | Dataset: gs-lf:   7%|▋         | 22/300 [00:47<10:00,  2.16s/it]
Train: 0.1000 | Test: 0.1030 | Test metric: 0.8530 | Dataset: gs-lf:   7%|▋         | 22/300 [00:49<10:00,  2.16s/it]
Train: 0.1000 | Test: 0.1030 | Test metric: 0.8530 | Dataset: gs-lf:   8%|▊         | 23/300 [00:49<09:59,  2.16s/it]
Train: 0.0995 | Test: 0.1032 | Test metric: 0.8554 | Dataset: gs-lf:   8%|▊         | 23/300 [00:51<09:59,  2.16s/it]
Train: 0.0995 | Test: 0.1032 | Test metric: 0.8554 | Dataset: gs-lf:   8%|▊         | 24/300 [00:51<09:56,  2.16s/it]
Train: 0.0991 | Test: 0.1028 | Test metric: 0.8562 | Dataset: gs-lf:   8%|▊         | 24/300 [00:54<09:56,  2.16s/it]
Train: 0.0991 | Test: 0.1028 | Test metric: 0.8562 | Dataset: gs-lf:   8%|▊         | 25/300 [00:54<09:54,  2.16s/it]
Train: 0.0985 | Test: 0.1013 | Test metric: 0.8585 | Dataset: gs-lf:   8%|▊         | 25/300 [00:56<09:54,  2.16s/it]
Train: 0.0985 | Test: 0.1013 | Test metric: 0.8585 | Dataset: gs-lf:   9%|▊         | 26/300 [00:56<09:52,  2.16s/it]
Train: 0.0983 | Test: 0.1016 | Test metric: 0.8570 | Dataset: gs-lf:   9%|▊         | 26/300 [00:58<09:52,  2.16s/it]
Train: 0.0983 | Test: 0.1016 | Test metric: 0.8570 | Dataset: gs-lf:   9%|▉         | 27/300 [00:58<09:49,  2.16s/it]
Train: 0.0978 | Test: 0.1008 | Test metric: 0.8595 | Dataset: gs-lf:   9%|▉         | 27/300 [01:00<09:49,  2.16s/it]
Train: 0.0978 | Test: 0.1008 | Test metric: 0.8595 | Dataset: gs-lf:   9%|▉         | 28/300 [01:00<09:47,  2.16s/it]
Train: 0.0975 | Test: 0.1007 | Test metric: 0.8597 | Dataset: gs-lf:   9%|▉         | 28/300 [01:02<09:47,  2.16s/it]
Train: 0.0975 | Test: 0.1007 | Test metric: 0.8597 | Dataset: gs-lf:  10%|▉         | 29/300 [01:02<09:44,  2.16s/it]
Train: 0.0972 | Test: 0.1019 | Test metric: 0.8613 | Dataset: gs-lf:  10%|▉         | 29/300 [01:04<09:44,  2.16s/it]
Train: 0.0972 | Test: 0.1019 | Test metric: 0.8613 | Dataset: gs-lf:  10%|█         | 30/300 [01:04<09:41,  2.16s/it]
Train: 0.0967 | Test: 0.1004 | Test metric: 0.8624 | Dataset: gs-lf:  10%|█         | 30/300 [01:06<09:41,  2.16s/it]
