Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Bushdid,186,CCCCCCCCCOC(=O)C,C1=CC=C2C(=C1)C=CN2,CCCCC/C=C/C=C/C=O,CCCCCCCCCC(=O)O,CC(=O)C1=CC=CC=N1,CC1=CC[C@H](CC1)C(C)(C)O,CC1=CCC2CC1C2(C)C,CCCC(C)O,CC(C)C=O,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CCC1=CC(=C(C=C1)O)OC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC1CCC(=O)O1,CC1=CC(=C(C=C1)C(C)C)O,CCCSCCC,C1CCC(CC1)O,CC1=CC=C(C=C1)OC(=O)C,CSC,CC1=CC=C(C=C1)OC,CCCC(=O)SC,CC(=O)O,CC(C)(CCC1=CC=CC=C1)O,CC1=CC=CC=C1C=O,COC1=CC=CC=C1O,CCCCNCCCC,COC1=CC=C(C=C1)C=O,CC(=CCC[C@](C)(C=C)O)C,CCCCCCCCCC(=O)OCC,CCOC=O,CC(=CCC/C(=C/CO)/C)C,,,,,,,,,,,,,
Bushdid,187,CC(C)CCOC(=O)C,CCCCCCCC(C)O,CC(=O)C1=CC=CC=C1,CCCCCCCCC(=O)C,CCCCSCCCC,CCCCCCC=O,CCCCCC1CCC(=O)O1,CCCCCC(=O)OCC,C1=CC=C(C=C1)OC2=CC=CC=C2,CSSSC,CC1=CC(=O)CC(C1)(C)C,C1=CC=C(C=C1)CCO,COC(=O)C1=CC=CC=C1N,COC(=O)C1=CC=CC=C1,CCCCC(=O)O,CC1=CC=C(C=C1)C(C)C,CCCCCC(=O)O,CC(C(=O)C)O,CC(=O)C1=CC=CC=N1,CCOC(=O)C(C)O,CCCC=O,CCCCCCCC1CCC(=O)O1,CC(=O)C,CCCO,CCCCCCOC(=O)CCCCC,CCCCCOC(=O)CCCC,CSSC,C1=CC=C2C(=C1)C=CN2,CCCCOC(=O)C,CCCCCCCCCCC=O,,,,,,,,,,,,,
Bushdid,188,CC(C)CCOC(=O)C,CCCCCCCC(C)O,CC(=O)C1=CC=CC=C1,CCCCCCCCC(=O)C,CCCCSCCCC,CCCCCCC=O,CCCCCC1CCC(=O)O1,CCCCCC(=O)OCC,C1=CC=C(C=C1)OC2=CC=CC=C2,CSSSC,C1=CSC=C1,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC(C1=CC=CC=C1)C(OC)OC,C1=CC=C(C=C1)/C=C/C=O,CC1=CC[C@@H](CC1)C(=C)C,CCCC(CC)O,CCOC(=O)CCC(=O)OCC,CC1=CC=C(C=C1)OC(=O)C,CC(C)CC(=O)O,CCCCCC(C=C)O,CC/C=C\1/C2=CC=CC=C2C(=O)O1,COC1=C(C=CC(=C1)CC=C)O,CCCCCC=O,CC(C)CCOC(=O)CC1=CC=CC=C1,C[C@@H](CCC=C(C)C)CCO,CC(C)C(=O)O,CC1=CC(=C(C=C1Cl)C(C)C)O,CSCSC,CC(C)(CCC1=CC=CC=C1)O,CC1CCC(=O)O1,,,,,,,,,,,,,
Bushdid,189,CC1=CC=CC=C1,CCOC=O,CCCCCC1CCC(=O)O1,CCCCCCCCCOC(=O)C,CC1=CC=C(C=C1)OC,C1=CC=C(C=C1)/C=C/C=O,C=CCCCCCCCCC(=O)O,CCCSCCC,CC(=O)C,CCCCCOC(=O)CCCC,C[C@@H](CCC=C(C)C)CCO,CCCCC/C=C/C=C/C=O,CC1=CC[C@H](CC1)C(C)(C)O,CCCC(=O)OCC,C1CCC(CC1)O,CCCS,COC1=C(C=CC(=C1)CC=C)O,CCC1=NC=CN=C1,CSSSC,CC(C)CCOC(=O)CC1=CC=CC=C1,CSC,CCCCCCCCCC(=O)O,CCCCOC(=O)C,CCCCCOC(=O)C,CC1CCC(=O)O1,CSCSC,CCCCCCCC(=O)OCC,CCCCC(=O)OCC,CC1=CNC2=CC=CC=C12,CN(C)C,,,,,,,,,,,,,
Bushdid,190,CC1=CC=CC=C1,CCOC=O,CCCCCC1CCC(=O)O1,CCCCCCCCCOC(=O)C,CC1=CC=C(C=C1)OC,C1=CC=C(C=C1)/C=C/C=O,C=CCCCCCCCCC(=O)O,CCCSCCC,CC(=O)C,CCCCCOC(=O)CCCC,CC1=CC(=C(C=C1)C(C)C)O,CC/C=C\1/C2=CC=CC=C2C(=O)O1,C1=CC=C(C=C1)CCO,C1CCSC1,CCC(C=C)O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC(=O)OCCC1=CC=CC=C1,CCCO,CCCCCC(=O)OCC,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC(CCC=C(C)C)C=O,CC1=CC(=C(C=C1Cl)C(C)C)O,CC(C(=O)O)O,CC(C)C(=O)O,COC1=CC=CC=C1,CCCCCCCC=O,CCOC(=O)C(C)O,CC1=CC=C(C=C1)OC(=O)C,CC1=CC2=C(C=C1)N=CC=C2,CCCCCC(C=C)O,,,,,,,,,,,,,
Bushdid,191,CC(C)(CCC1=CC=CC=C1)O,CC(CCC=C(C)C)C=O,C1CCC(CC1)O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CCCCCOC(=O)CCC,CCC/C=C/C=O,CC1=CC=C(C=C1)C(C)C,CN(C)C,C1=CC=C(C=C1)C=O,CCCSCCC,CC(=CC(=O)C)C,CCC(=O)OC,CC1CCC(=O)O1,CC(C)C(=O)O,CC1(C2CCC(O1)(CC2)C)C,CC(C)CCOC(=O)C,CC1=CC[C@@H](CC1)C(=C)C,CCCCCCCC(=O)OCC,CC(CCCC(C)(C)O)CC=O,CC(C1=CC=CC=C1)C(OC)OC,CCC(C=C)O,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,C=CCCCCCCCCC(=O)O,CCCC=O,CSCSC,CC1=CC=C(C=C1)O,CC1=CCC2CC1C2(C)C,CC(C)C1=CC=C(C=C1)C=O,CC(C(=O)C)O,,,,,,,,,,,,,
Bushdid,192,CCCCCOC(=O)CCCC,CCOC=O,CCCCC(=O)O,CCCCCCCCCOC(=O)C,CC1=CNC2=CC=CC=C12,C1CCSC1,CC1=CC=C(C=C1)OC(=O)C,CCCCCOC(=O)C,CC(=CCC/C(=C/CO)/C)C,CC(C)O,CCCCCCCCCCC=O,C#CC1=CC=CC=C1,COC1=CC=CC=C1O,CSSC,C1=CC=C(C=C1)CCO,CC1=CC(=C(C=C1Cl)C(C)C)O,CCCC(=O)CC,CCCCCC(=O)C,CCCCCCO,COC1=CC=C(C=C1)C=O,CC(=O)C(=O)O,CCCC(C)O,CCCC(CC)O,CCOC(=O)CCC(=O)OCC,CCCO,CCCCCC1CCC(=O)O1,CCCCCCCC=O,CC=O,CCC(=O)OCC,CC1=CC=C(C=C1)OC(=O)C(C)C,,,,,,,,,,,,,
Bushdid,193,CC1=CC=C(C=C1)OC(=O)C,CCCCCCCCCOC(=O)C,CCCC(C)O,COC(=O)C1=CC=CC=C1,C1=COC(=C1)CS,C[C@@H](CCC=C(C)C)CCO,C1=CSC=C1,CCCCCC=O,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,C1=CC=C(C=C1)/C=C/C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,194,CCCSCCC,C1=CC=C2C(=C1)C=CN2,CC1=CC(=C(C=C1Cl)C(C)C)O,CC1=CNC2=CC=CC=C12,CC1=CCC(C=C1)C(C)C,CCCC(=O)OCC,CC(C)(CCC1=CC=CC=C1)O,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CSC,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,195,CN(C)C,COC(=O)C1=CC=CC=C1O,CC=O,CC(=O)O,CCCC(=O)OC,C=CCCCCCCCCC(=O)O,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,COC1=C(C=CC(=C1)CC=C)O,CCCCSCCCC,CSSC,CCCCCCCCCC(=O)O,CC(=O)C1=CC=CC=N1,COC1=CC=CC=C1,CCCCC(=O)OCC,CC(=O)OCCC1=CC=CC=C1,CCCC(=O)OCC,CCCCC/C=C/C=C/C=O,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC1=CC=C(C=C1)O,CCCCCC(=O)OCC,CCC(C)S,CCCCCC(=O)C,CCCCCOC(=O)CCC,CC1=CNC2=CC=CC=C12,CC1=CC(=C(C=C1)C(C)C)O,CC(C)CC=O,CCCSCCC,CCOC(=O)C(C)O,CCC1=CC(=C(C=C1)O)OC,CC(=CC(=O)C)C,,,,,,,,,,,,,
Bushdid,196,CN(C)C,COC(=O)C1=CC=CC=C1O,CC=O,CC(=O)O,CCCC(=O)OC,C=CCCCCCCCCC(=O)O,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,COC1=C(C=CC(=C1)CC=C)O,CCCCSCCCC,CSSC,CC(C)(CCC1=CC=CC=C1)O,C1=CC=C(C=C1)CCO,CC(=O)C,CCCCCC=O,CCCC(=O)SC,C1=CC=C(C=C1)OC2=CC=CC=C2,CCCO,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,C1CCC(CC1)O,CC(=CCC[C@](C)(C=C)O)C,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCC=O,CC1CCC(=O)O1,C=CCCC(=O)O,CC1=CC=C(C=C1)C(C)C,C1=COC(=C1)CS,COC1=CC=CC=C1O,CCC/C=C/C=O,C1=CC=C(C=C1)C=O,C1=CSC=C1,,,,,,,,,,,,,
Bushdid,197,CCCC=O,CCCCOC(=O)C,CC1=CC=C(C=C1)OC(=O)C,CC(=CCC/C(=C/CO)/C)C,CC1=CC=C(C=C1)O,CC(=O)OCCC1=CC=CC=C1,CCCCC(=O)O,CCCCCCCC1CCC(=O)O1,CCCC(C)O,CCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,198,CCCC=O,CCCCOC(=O)C,CC1=CC=C(C=C1)OC(=O)C,CC(=CCC/C(=C/CO)/C)C,CC1=CC=C(C=C1)O,CC(=O)OCCC1=CC=CC=C1,CC(C)O,CCCCC(=O)OCC,C1CCSC1,CCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,199,CCCCCCCCCOC(=O)C,CC(C)C=O,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)C,CCCCC(=O)O,CSSSC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(=CC(=O)C)C,CCCCCC(C)O,CCCCCCO,CCCC(=O)SC,CCCCCCCCCCC=O,CCCCC/C=C/C=C/C=O,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCC(C)S,C1=CC=C2C(=C1)C=CN2,COC1=CC=C(C=C1)C=O,C=CCCCCCCCCC(=O)O,CC(C)CC=O,CCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,200,CCCCCCCCCOC(=O)C,CC(C)C=O,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)C,CCCCC(=O)O,CSSSC,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CC(=CC(=O)C)C,CCCCCC(C)O,CCCCCCO,CCCC(=O)SC,CCCCCCCCCCC=O,CCCCC/C=C/C=C/C=O,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCC(C)S,C1=CC=C2C(=C1)C=CN2,COC1=CC=C(C=C1)C=O,C=CCCCCCCCCC(=O)O,CC(C)CC=O,CCCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,201,CC(C)CCOC(=O)C,CCC1=CC(=C(C=C1)O)OC,CC(C)C1=CC=C(C=C1)C=O,CCCCCCO,CCCC(C)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OC,CCOC(=O)C1=CC=CC=C1,CC(C)C(=O)O,CCOC(=O)C(C)O,C=CCCCCCCCCC(=O)O,CC1=CC=C(C=C1)C(C)C,CC1=CC=C(C=C1)OC(=O)C(C)C,CC(C)CC=O,C1=CC=C2C(=C1)C=CN2,CC1=CNC2=CC=CC=C12,CC1=CC2=C(C=C1)N=CC=C2,C1=CSC=C1,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC1=CC[C@H](CC1)C(C)(C)O,CCCC(CC)O,CCCCCCCC=O,CC(C)O,CCCCCC=O,CCCC(=O)SC,CC(C1=CC=CC=C1)C(OC)OC,CC1=CC=C(C=C1)OC(=O)C,CCCCC(=O)O,C1=CC=C(C=C1)/C=C/C=O,CCCCCCC=O,,,,,,,,,,,,,
Bushdid,202,CC(C)CCOC(=O)C,CCC1=CC(=C(C=C1)O)OC,CC(C)C1=CC=C(C=C1)C=O,CCCCCCO,CCCC(C)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OC,CCOC(=O)C1=CC=CC=C1,CC(C)C(=O)O,CCOC(=O)C(C)O,C=CCCCCCCCCC(=O)O,CC1=CC=C(C=C1)C(C)C,CC1=CC=C(C=C1)OC(=O)C(C)C,CC(C)CC=O,C1=CC=C2C(=C1)C=CN2,CC1=CNC2=CC=CC=C12,CC1=CC2=C(C=C1)N=CC=C2,C1=CSC=C1,CC1([C@H]2CCC(=C)[C@@H]1C2)C,CC1=CC[C@H](CC1)C(C)(C)O,CCCC(CC)O,CCCCCCCC=O,CC(C)O,CCCCCC=O,CCCC(=O)SC,CC(C1=CC=CC=C1)C(OC)OC,CC1=CC=C(C=C1)OC(=O)C,CCCCC(=O)O,C1=CC=C(C=C1)/C=C/C=O,CCCCCCCC(=O)OCC,,,,,,,,,,,,,
Bushdid,203,CCCCCCCCCC(=O)OCC,C1CCSC1,CC(C)CCOC(=O)CC1=CC=CC=C1,CC(=CCC/C(=C/CO)/C)C,CC1=CC=C(C=C1)OC(=O)C,CCOC(=O)CCC(=O)OCC,CCOC(=O)C(C)O,CC(CCCC(C)(C)O)CC=O,C=CCCCCCCCCC(=O)O,CC1=CCC2CC1C2(C)C,C1=CSC=C1,CCCCC(=O)OCC,CC1=CC=CC=C1C=O,CC1=CC=C(C=C1)C(C)C,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCCCCCCC=O,CCC(=O)OC,CC/C=C\1/C2=CC=CC=C2C(=O)O1,C#CC1=CC=CC=C1,CC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,204,CCCCCCCCCC(=O)OCC,C1CCSC1,CC(C)CCOC(=O)CC1=CC=CC=C1,CC(=CCC/C(=C/CO)/C)C,CC1=CC=C(C=C1)OC(=O)C,CC(=CCC[C@](C)(C=C)O)C,CC(CCC=C(C)C)C=O,COC(=O)C1=CC=CC=C1,CCCCCOC(=O)CCCC,CCOC(=O)C1=CC=CC=C1,CCC1=NC=CN=C1,COC(=O)C1=CC=CC=C1N,CC(=O)OCCC1=CC=CC=C1,CCCCCC(=O)OCC,CSCSC,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,C1CCC(CC1)O,C1=CC=C(C=C1)/C=C/C=O,CCOC=O,CCCC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,205,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCC(=O)O,CSC,CCCS,CCCO,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CSCSC,CC1=CC=CC=C1,COC1=CC=CC=C1,C1=CC=C(C=C1)/C=C/C=O,CCC(C=C)O,CCCCCCCC=O,CCC(=O)OC,CCCCCCC=O,CCCCCC(C)O,CCCCCCCCCC(=O)OCC,COC1=CC=CC=C1O,CCCC(=O)O,CCCCCC=O,CC(C)CCOC(=O)C,CC(C)CC(=O)O,CCC1=NC=CN=C1,COC1=C(C=CC(=C1)CC=C)O,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCCC(=O)C,CCOC=O,CSSC,CC1=CCC2CC1C2(C)C,CC(C)CC=O,CCCCCC(=O)OCC,,,,,,,,,,,,,
Bushdid,206,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCC(=O)O,CSC,CCCS,CCCO,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CSCSC,CC1=CC=CC=C1,COC1=CC=CC=C1,C1=CC=C(C=C1)/C=C/C=O,CCC(C=C)O,CCCCCCCC=O,CCC(=O)OC,CCCCCCC=O,CCCCCC(C)O,CCCCCCCCCC(=O)OCC,COC1=CC=CC=C1O,CCCC(=O)O,CCCCCC=O,CC(C)CCOC(=O)C,CC(C)CC(=O)O,CCC1=NC=CN=C1,COC1=C(C=CC(=C1)CC=C)O,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCCC(=O)C,CCOC=O,CSSC,CC1=CCC2CC1C2(C)C,CC(C)CC=O,CC(C)C1=CC=C(C=C1)C=O,,,,,,,,,,,,,
Bushdid,207,CCCCCCOC(=O)CCCCC,CC1=CC(=C(C=C1)C(C)C)O,CC1=CCC2CC1C2(C)C,CCCCCCCC(=O)OCC,COC1=CC=CC=C1,CC(=O)C(=O)O,CCCSCCC,CCCC(CC)O,CC(C)C(=O)O,CCCS,CCC1=CC(=C(C=C1)O)OC,C1CCSC1,CCCCCCCC(C)O,CC(=O)C,CCCCSCCCC,CCCCCCCC(=O)OC,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,C1=CC=C(C=C1)/C=C/C=O,COC1=CC=C(C=C1)C=O,CC1=CNC2=CC=CC=C12,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,208,CCCCCCOC(=O)CCCCC,CC1=CC(=C(C=C1)C(C)C)O,CC1=CCC2CC1C2(C)C,CCCCCCCC(=O)OCC,COC1=CC=CC=C1,CC1=CC=CC=C1,CCCCCCCCCC(=O)OCC,CC1=CC=C(C=C1)OC(=O)C,CCCCCCCCCC(=O)O,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CC(=O)C1=CC=CC=N1,CC(C)O,CCCCC(=O)O,CCCCC/C=C/C=C/C=O,C1=COC(=C1)CS,CCCCCC(=O)O,CCCCCCCCCCC=O,CC(=CCC[C@](C)(C=C)O)C,COC1=C(C=CC(=C1)CC=C)O,COC(=O)C1=CC=CC=C1O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,209,CC(=O)OCCC1=CC=CC=C1,CC(=CCC[C@](C)(C=C)O)C,CCCC=O,CC1=CC=C(C=C1)C(C)C,CCCC(CC)O,CC1=CC=CC=C1C=O,CC(CCC=C(C)C)C=O,CC(C)CCOC(=O)CC1=CC=CC=C1,C1CCC(CC1)O,CSSC,CC1=CC2=C(C=C1)N=CC=C2,CC(CCCC(C)(C)O)CC=O,CCCCCCCCCOC(=O)C,CC=O,CC(=CC(=O)C)C,CSCSC,CCC/C=C/C=O,CCCCCCCCC(=O)C,CCCCCC(=O)OCC,COC1=C(C=CC(=C1)CC=C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,210,CC(C)CC=O,CC1CCC(=O)O1,CCCCCCCC(=O)OC,C1=CC=C(C=C1)C=O,C1=CC=C(C=C1)/C=C/C=O,C=CCCC(=O)O,CCC(C=C)O,CCCC(=O)OCC,C#CC1=CC=CC=C1,CCCC(=O)O,CCCCC(=O)OCC,CC(C)CCOC(=O)C,COC1=CC=CC=C1,CCCCCCO,CC1=CC=CC=C1,C1=CC=C(C=C1)CCO,CCCCCCCCCCC=O,CC1=CC=C(C=C1)OC(=O)C,CCCS,CCOC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,211,CSSSC,CCCCCCCCCC(=O)O,CC(C)O,CCCCCCCC=O,CCCCCC(C=C)O,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CCC(C=C1)C(C)C,CC(=CC(=O)C)C,CCCCCCCC(C)O,CCCC(C)O,CCCCCCCC(=O)OC,CCCCOC(=O)C,CCCCCCCC1CCC(=O)O1,CC1=CC=C(C=C1)C(C)C,CCCCC(=O)OCC,CCC(=O)OC,CCCCCCC=O,CC(C)CC(=O)O,CC=O,CC1=CC[C@@H](CC1)C(=C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,212,CSSSC,CCCCCCCCCC(=O)O,CC(C)O,CCCCCCCC=O,CCCCCC(C=C)O,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,CC1=CCC(C=C1)C(C)C,CC(=CC(=O)C)C,CCCCCCCC(C)O,CCCC(C)O,CCCCCCCC(=O)OC,CCCCOC(=O)C,CCCCCCCC1CCC(=O)O1,CC1=CC=C(C=C1)C(C)C,CCCCC(=O)OCC,CC(C(=O)O)O,CCCCCCCCCOC(=O)C,CC(C)C(=O)O,CCCCCC(=O)OCC,CC1=CC[C@H](CC1)C(C)(C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,213,CC(C)CC=O,CCC(C=C)O,CCC(C)S,CCCCC/C=C/C=C/C=O,CCCCOC(=O)C,CCOC(=O)C1=CC=CC=C1,COC1=CC=CC=C1O,CC(C(=O)C)O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC=C(C=C1)OC,C1=CSC=C1,CN(C)C,CC(=O)C1=CC=CC=C1,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CC1=CNC2=CC=CC=C12,CCCCCCCCC(=O)C,CCCCCCCC=O,CCCC(=O)OC,CCC(=O)OCC,CC1=CC[C@@H](CC1)C(=C)C,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,CCCCNCCCC,CSCSC,CC(=O)OCCC1=CC=CC=C1,CCCS,C1=CC=C(C=C1)CCO,CC1=CCC2CC1C2(C)C,CC1=NC=CN=C1C,CC(C)O,CCC1=NC=CN=C1,,,,,,,,,,,,,
Bushdid,214,CC(C)CC=O,CCC(C=C)O,CCC(C)S,CCCCC/C=C/C=C/C=O,CCCCOC(=O)C,CCOC(=O)C1=CC=CC=C1,COC1=CC=CC=C1O,CC(C(=O)C)O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CC1=CC=C(C=C1)OC,COC1=C(C=CC(=C1)CC=C)O,CC=O,CC1=CC2=C(C=C1)N=CC=C2,CCC/C=C/C=O,CC1=CC(=O)CC(C1)(C)C,CCCCCOC(=O)CCCC,CC(C)(CCC1=CC=CC=C1)O,CC(C)C=O,CC1CCC(=O)O1,C[C@@H](CCC=C(C)C)CCO,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CCCCCCCCCC(=O)O,CCCCSCCCC,CCCO,CCCC(=O)CC,CC(C)C1=CC=C(C=C1)C=O,C=CCCCCCCCCC(=O)O,CCCCCOC(=O)C,CC(=O)O,CCCC(=O)SC,,,,,,,,,,,,,
Bushdid,215,CSSSC,CC1=NC=CN=C1C,C1CCC(CC1)O,CCCCCCCC(=O)OC,C1=COC(=C1)CS,CCCCCCO,CC1(C2CCC(O1)(CC2)C)C,CC1=CC(=C(C=C1Cl)C(C)C)O,CC(=O)O,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CC(C)C=O,CCCCCCCCCOC(=O)C,CC(C)C1=CC=C(C=C1)C=O,CC1=CC=C(C=C1)OC,CCCCC(=O)O,CC(=O)OCCC1=CC=CC=C1,CCCCNCCCC,C1CCSC1,CCCCCC1CCC(=O)O1,C1=CC=C(C=C1)OC2=CC=CC=C2,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,216,CSSSC,CC1=NC=CN=C1C,C1CCC(CC1)O,CCCCCCCC(=O)OC,C1=COC(=C1)CS,CCCCCCO,CC1(C2CCC(O1)(CC2)C)C,CC1=CC(=C(C=C1Cl)C(C)C)O,CC(=O)O,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C,CCCCOC(=O)C,CC(=CCC[C@](C)(C=C)O)C,CCCCCC(C)O,CCCCCC(=O)OCC,CCCCCCCC=O,CCCS,CC(C1=CC=CC=C1)C(OC)OC,CCCCC/C=C/C=C/C=O,CC1CCC(=O)O1,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,217,CCCCSCCCC,CC=O,CCCCCC1CCC(=O)O1,CC(=O)C1=CC=CC=C1,CC1=CNC2=CC=CC=C12,C=CCCC(=O)O,CCCCCCCC(=O)OC,CCC(=O)OC,C1=CSC=C1,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CCOC(=O)C(C)O,CC1=CC=C(C=C1)OC(=O)C(C)C,CCCCCCCCCOC(=O)C,COC1=CC=C(C=C1)C=O,CSCSC,CC(=O)OCCC1=CC=CC=C1,CCCCCCCC(C)O,CN(C)C,CCC1=NC=CN=C1,CC(=CC(=O)C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,218,CCCCSCCCC,CC=O,CCCCCC1CCC(=O)O1,CC(=O)C1=CC=CC=C1,CC1=CNC2=CC=CC=C12,C=CCCC(=O)O,CCCCCCCC(=O)OC,CCC(=O)OC,C1=CSC=C1,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CC1=CC=C(C=C1)OC(=O)C,C1=CC=C(C=C1)OC2=CC=CC=C2,CC1=NC=CN=C1C,CCCCCCCCC(=O)C,CCOC=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,CCCSCCC,CCC(C=C)O,C[C@@H](CCC=C(C)C)CCO,CCCCCC(C=C)O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,219,CC1=CC(=C(C=C1Cl)C(C)C)O,CCCO,CCCC(=O)SC,CC1([C@H]2CCC(=C)[C@@H]1C2)C,COC(=O)C1=CC=CC=C1O,CC(C(=O)O)O,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CCOC(=O)C1=CC=CC=C1,CC1=CC=C(C=C1)O,CC1=CC=C(C=C1)OC,CC/C=C\1/C2=CC=CC=C2C(=O)O1,CC(=O)C(=O)O,CSSSC,CC(=CC(=O)C)C,CCCCC/C=C/C=C/C=O,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,CCCCCCCC(C)O,CCCSCCC,CCCCCCCCCOC(=O)C,CC1=CCC2CC1C2(C)C,CCC(=O)OCC,C1=CC=C(C=C1)CC(=O)O,COC1=CC=C(C=C1)C=O,COC(=O)C1=CC=CC=C1N,CC(C)(CCC1=CC=CC=C1)O,C1CCC(CC1)O,CCCCCCCC1CCC(=O)O1,CCC(C=C)O,CCCCC(=O)OCC,C#CC1=CC=CC=C1,,,,,,,,,,,,,
