Dataset,Mixture Label,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID,CID
Bushdid,12,7749,6654,176,31276,1140,5373603,180,22873,7685,4133,14100,1068,7600,12741,10821,31244,31265,1060,78605,8842,7632,460,6501,0,18827,12178,14896,31249,62336,8118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,13,5281168,12348,6501,10430,7519,261,62465,0,7363,8918,15380,8030,7410,8051,11124,14100,8186,6544,8118,18827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,14,5281168,12348,6501,10430,7519,261,62465,0,7363,8918,15380,8030,7410,8051,11124,7714,8148,31249,31276,8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,15,637566,6544,8842,3314,31244,8103,12020,11552,0,0,25137858,8048,19789253,2969,240,8025,7583,31265,1060,12367,176,12348,12178,177,7410,8091,31272,180,798,10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,16,637566,6544,8842,3314,31244,8103,12020,11552,0,0,25137858,8048,19789253,2969,240,8025,7583,31265,1060,12367,637511,8130,6989,3776,7150,7710,6654,1068,5281515,2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,17,5281515,15380,12367,3776,7632,2758,8797,7731,8091,1140,8130,8118,8635,10430,7991,12741,5373603,7165,176,240,798,6654,7410,11124,6448,8048,11509,22386,997,62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,18,5281515,15380,12367,3776,7632,2758,8797,7731,8091,1140,8130,8118,8635,10430,7991,12741,5373603,7165,176,240,798,6654,7410,11124,6448,8048,11509,22386,997,637511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,19,4133,31265,2969,12020,78605,7410,7731,6561,5281515,1031,7363,7991,12367,7714,2758,8030,61138,31272,62444,22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,20,4133,31265,2969,12020,78605,11509,8025,8048,22386,7799,6544,6736,8918,8103,22311,8051,180,12473,31249,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,21,12473,7632,2758,7799,1060,7583,2879,31249,7519,8118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,22,12473,7632,2758,7799,1060,7583,2879,31249,7519,6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,23,8091,5281515,14896,61138,326,1031,6590,8892,25137858,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,24,8091,5281515,14896,61138,326,1031,7363,7966,22386,16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,25,11002,7344,6054,12348,7460,19789253,1146,10560,8635,25137858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,26,8918,11509,22386,31276,176,11124,10722,12178,22311,6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,27,8130,12741,22311,7710,11509,11552,2758,7519,180,11002,25137858,31249,7848,7966,19789253,1060,7600,7363,22386,19310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,28,8130,12741,22311,7710,11509,1140,5283349,7460,454,8842,6654,10722,10430,798,6054,16666,12178,7685,6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,29,12348,798,8842,7848,7749,8918,2969,1060,19310,7632,61138,10560,326,62433,8091,454,1140,3314,11002,22311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,30,22201,0,10890,62444,12473,6736,8635,8118,10976,6501,1146,12020,15380,12180,7519,7731,31249,31276,78605,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,31,5634,997,10560,31265,1068,22311,326,6590,31249,11124,7363,8892,2879,176,61016,1031,5283349,6654,62465,22386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,32,5634,997,10560,31265,1068,8118,4133,6989,8842,62444,10821,7583,8130,8148,31276,12367,637566,14100,261,7799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,33,637566,8091,637511,10890,18827,10722,10560,25137858,6590,8103,7848,1146,10882,11552,62465,22386,8030,7150,12180,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,34,637566,8091,637511,10890,18827,10722,10560,25137858,6590,8103,7848,1146,10882,11552,62465,264,31272,8186,31265,62336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,35,8048,5281168,14100,6448,1031,22311,7762,7150,31249,8892,62433,7714,2879,2969,7410,7731,10821,14286,10976,12473,7848,25137858,62465,8635,61138,5281515,6561,8030,11509,22386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,36,8048,5281168,14100,6448,1031,22311,7762,7150,31249,8892,16666,7799,7590,5283349,7583,31272,4133,460,61016,176,12741,1060,12180,62444,22201,7600,0,10882,6654,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,37,0,31244,12348,62465,25137858,31276,7059,8148,6982,66328,7991,8635,7583,8025,11002,19310,7344,2879,8091,0,1068,12020,7685,7966,62433,7799,7363,7519,22201,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,38,0,31244,12348,62465,25137858,31276,7059,8148,6982,66328,7991,8635,7583,8025,11002,19310,7344,2879,8091,0,454,4133,15380,8797,1060,637511,6654,6590,10430,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,39,8186,326,66328,22201,22873,6184,12178,7710,177,8797,62433,61016,8842,7059,1060,10882,10560,7848,31244,637511,7410,7632,78605,6561,6590,11124,11002,15380,31249,31272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,40,8186,326,66328,22201,22873,6184,12178,7710,177,8797,62433,61016,8842,7059,1060,10882,10560,7848,31244,637511,240,798,7749,3314,7731,31265,2969,10890,6736,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,41,7059,7714,10722,7710,0,12473,11552,7749,8091,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,42,7059,7714,10722,7710,0,12473,78605,3314,22386,66328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,43,7344,2879,997,31244,10722,7519,6054,326,24915,6654,180,8130,7583,10821,10882,6736,5283349,7762,12367,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,44,7344,2879,997,31244,10722,1060,6549,12348,7150,7600,7848,8918,0,1068,8048,8635,14896,6184,78605,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,45,4133,7799,6590,8148,7714,10976,14896,3314,66328,6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,46,4133,7799,6590,8148,7714,10976,180,11124,22386,8918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,47,8130,7966,7731,8103,3776,62336,8025,10976,12232,19789253,31265,12020,326,7600,0,454,7685,22873,11124,7460,176,66328,12178,7749,7991,22201,31276,7150,8918,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,48,8130,7966,7731,8103,3776,62336,8025,10976,12232,19789253,31265,12020,326,7600,0,454,7685,22873,11124,7460,78605,5283349,5373603,6590,8030,6054,1031,637511,7848,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,49,10821,0,7632,7731,7714,7799,11552,6989,12348,7685,7150,12178,31249,22386,10890,7583,22311,3776,454,7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,50,10821,0,7632,7731,7714,7799,11552,6989,12348,7685,7150,12178,31249,22386,10890,2879,7059,6561,8051,8091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,51,8030,0,261,8635,12020,6184,3314,14100,8842,10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,52,8030,0,261,12741,1146,22386,7344,5634,62336,78605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,53,62444,62336,7848,8051,5281515,454,7600,3776,12367,261,7714,6549,19310,62465,4133,8635,1146,8797,6561,637511,7165,31249,7799,7583,8030,6736,62433,61138,997,6654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,54,1140,7685,15380,5283349,176,0,177,8091,8918,61016,5373603,22311,14896,7590,7749,6544,19789253,637566,22873,8842,12180,12020,10976,0,6989,10882,12473,25137858,7762,11124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,55,176,5634,8048,10722,8635,8030,7059,7710,1060,2758,61138,1068,7731,12473,1031,62433,6654,8186,8103,31265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,56,176,5634,8048,10722,8635,8030,7059,7710,1060,2758,8148,7150,10821,7165,6561,7799,460,326,7410,8130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,57,61016,31244,11509,78605,0,5283349,176,8048,8892,6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,58,61016,31244,11509,8025,62336,22386,14896,7632,637511,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,59,8091,7710,6561,454,3314,19789253,12232,2969,10722,5283349,6654,6184,12020,62465,7583,7685,3776,7714,997,61016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,60,8091,7710,6561,454,3314,19789253,12232,2969,10722,5283349,6654,6184,12020,62465,7583,7685,3776,7714,997,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,61,22386,637566,62336,637511,14896,0,6184,7590,2879,18827,6736,6561,7600,11552,8030,5373603,1068,14286,8892,12348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,62,22386,637566,62336,637511,14896,0,6184,7590,2879,18827,6736,6561,7600,11552,8030,5373603,1068,14286,8892,5283349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,63,8186,0,8051,5634,7685,78605,10560,7363,7059,7749,12473,5283349,2879,31244,5281515,326,1031,7150,7344,8030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,64,8186,0,8051,5634,7685,78605,10560,7363,7059,7749,12473,5283349,2879,31244,5281515,326,1031,7150,7344,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,65,62336,460,8103,6054,0,637511,7632,12367,7685,0,12020,14286,12178,264,24915,798,5634,7590,11552,0,6448,10882,6544,637566,1068,12180,240,10722,31249,8918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,66,62336,460,8103,6054,0,637511,7632,12367,7685,0,31272,16666,7966,261,10821,66328,8025,6549,62444,326,176,8148,12348,180,1146,15380,0,31265,454,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,67,6549,22201,2879,997,1140,31249,11552,4133,0,22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,68,6549,22201,2879,997,1140,31249,11552,4133,0,7632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,69,1060,10882,1140,11002,12020,3314,7632,2969,14100,7749,8918,6054,240,264,5281515,8103,7363,1146,1068,8186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,70,1060,10882,1140,11002,12020,3314,7632,2969,14100,7749,8918,6054,240,264,5281515,24915,10890,31249,11509,62465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,71,10890,5373603,7519,31276,7731,4133,10821,8635,6654,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,72,8148,31272,22386,7685,176,22201,7799,1140,2879,31249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,73,460,6448,7583,6501,7150,264,12348,7848,62336,16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,74,8186,7714,22386,0,326,8918,6549,7710,6184,5283349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,75,7600,0,22311,12473,177,7363,7991,6549,0,12180,16666,14100,0,8842,25137858,637511,5283349,7165,12020,8025,7714,8048,3314,15380,6736,1068,6544,8797,8186,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,76,7600,0,22311,12473,177,7363,7991,6549,0,12180,16666,14100,0,8842,25137858,637511,5283349,7165,12020,8025,7714,8048,3314,15380,6736,1068,6544,8797,8186,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,77,177,10976,5281168,12348,6184,66328,261,14100,2969,1031,14286,10430,460,7600,0,7848,8103,6982,10722,11552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,78,177,10976,5281168,12348,6184,16666,1140,15380,8797,7363,7590,0,176,7519,2758,22311,19310,14896,12232,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,79,12020,6501,176,7344,12473,7583,31276,7363,5373603,7150,326,62444,637566,798,78605,11509,6590,7685,7165,10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,80,12020,6501,176,7344,12473,7583,31276,7363,5373603,7150,326,62444,637566,798,78605,1140,62465,8048,240,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,81,7519,637511,7799,16666,31272,8030,12232,176,22311,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,82,7165,1140,22386,8091,6184,7059,7363,6989,5281515,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,83,7710,12473,5373603,176,31276,4133,8025,12232,8051,3314,31265,0,7600,6561,7519,8635,180,5283349,6654,10890,22873,16666,10821,8918,6989,11552,1031,12348,2758,62444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,84,7710,12473,5373603,176,31276,4133,8025,12232,8051,3314,6982,62433,25137858,261,10560,6549,10882,14286,7966,7714,8048,7150,7590,5634,12367,997,11124,7749,8148,6590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,85,10821,261,62444,7685,240,6736,62433,6054,8130,22873,1031,12348,4133,7150,637566,14286,62465,8892,7731,3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,86,19789253,7714,5281515,24915,460,6561,1140,78605,12741,12367,7710,10722,2879,798,22201,8842,1060,2758,7059,6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,87,31244,6989,7632,4133,177,5634,6982,2879,7460,8842,637566,31272,10722,12180,22311,24915,7749,14100,11552,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,88,1140,0,997,62433,3776,326,0,14286,8635,240,7519,12232,10976,7799,1031,0,62336,8892,176,62465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,89,0,7749,22201,637511,62433,78605,7059,8635,8148,2758,14896,31244,7519,7714,7991,22873,6544,7685,8048,18827,11509,7848,5373603,1068,7363,5281168,460,10560,22311,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,90,0,7749,22201,637511,62433,78605,7059,8635,8148,2758,14896,31244,7519,7714,7991,22873,6544,7685,8048,18827,11509,7848,5373603,1068,7363,5281168,460,10560,22311,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,91,7583,61016,2758,6544,2969,25137858,7632,14286,6989,12178,12232,1146,6501,11002,7410,7059,5281168,6054,5281515,8051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,92,7583,61016,2758,6544,2969,25137858,7632,14286,6989,12178,12232,1146,6501,11002,7410,7059,5281168,6054,5281515,7519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,93,6448,8048,12473,22873,798,25137858,12741,8635,8797,8051,6054,3314,31265,5281515,7991,7848,5281168,66328,1140,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,94,6448,8048,12473,22873,798,25137858,12741,8635,8797,8051,7685,637511,19789253,6982,7150,637566,14100,8186,6501,22201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,95,8148,10722,12020,31276,7685,798,61138,7344,7848,8130,12178,10821,31272,6549,6561,997,12348,8051,11124,10560,264,14286,24915,7749,7519,6544,6054,22873,261,12741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,96,31265,8118,5373603,6654,7966,8918,10890,11552,3314,62444,31244,0,7762,6184,3776,19310,22311,11509,5281515,31249,25137858,12180,11002,12473,6448,10976,7731,460,2969,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,97,4133,180,1060,18827,62465,15380,11552,7848,10890,264,6590,7363,10976,31249,14100,78605,12232,62336,7519,8186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,98,4133,180,1060,18827,62465,326,997,7749,22201,12473,6054,1146,5281168,10882,6561,7799,7731,7632,5281515,8103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,99,25137858,10560,997,14896,7848,8091,2879,326,22311,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,100,6654,7991,22386,22873,5281515,8918,8842,66328,6736,31265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,101,7363,6544,7714,16666,7410,7685,5281168,240,8797,7600,6184,8186,14286,62465,25137858,0,3314,10722,4133,6054,637511,8030,10890,22311,8091,11002,8025,326,10430,31276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,102,7363,6544,7714,16666,7410,7685,5281168,240,8797,7600,6184,8186,14286,62465,25137858,0,3314,10722,4133,6054,14100,10882,5634,637566,31249,3776,8635,7460,31244,7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,103,10430,3314,1146,1031,14100,19310,8797,0,22311,8148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,104,10430,3314,1146,11002,8103,22386,7799,12741,10976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,105,7600,7749,10976,25137858,3776,7583,7966,2758,66328,5281515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,106,7600,7749,10976,25137858,3776,7583,7966,2758,66328,7460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bushdid,107,7410,6544,6590,7519,7150,8091,31244,3776,10821,8148,8842,1140,8918,10430,14896,8051,176,31265,1068,264,62433,14286,2969,15380,7966,6982,10890,78605,261,61016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
