Dataset,CID,IsomericSMILES
Snitz,67005,CC1=C(C=C2C(=C1[N+](=O)[O-])C(CC2(C)C)(C)C)[N+](=O)[O-]
Snitz,67179,CC(=CCC[C@@](C)(C=C)O)C
Snitz,67285,CC(C)C1=CC2=C(C=C1)N=CC=C2
Snitz,67350,CC1=C(C(=C(C(=C1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C
Snitz,68133,CC(=CC[C@H](CO)C(=C)C)C
Snitz,68252,CC1=CC(=C(C=C1)C(C)C)OC(=O)C
Snitz,69091,CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O
Snitz,71098,C1=CC(=CC=C1C[C@H](C(=O)O)N)O
Snitz,71563,CC(C)[C@H](C(=O)O)N
Snitz,71590,CCC=CCCC=O
Snitz,73114,C[C@]12CCCC(C1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C
Snitz,74008,CCCCCOC(=O)C1=CC=CO1
Snitz,74408,C1CCCCOCCCCCCOC(=O)CCC1
Snitz,74667,C1=CC=C(C=C1)C=CC#N
Snitz,75033,C1=CC=C(C=C1)OCC=O
Snitz,75187,CC1=CC=C(C=C1)COC(=O)C
Snitz,75427,C[C@H](CCC=C(C)C)CC=O
Snitz,76551,CC[C@@H](C)[C@H](C(=O)O)N
Snitz,78484,CCCCCCOC
Snitz,78954,CC(=CCCC(=CC=CC(=O)C)C)C
Snitz,79064,CC(=O)OCC1C(C(C(C(O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
Snitz,80395,CC1=C(C=CC(=C1O)C=O)O
Snitz,80790,CC1=C(C=C(C=C1)C(C)C)OC
Snitz,80865,CCOC(=O)CC1(OCCO1)C
Snitz,81263,C[C@@H](CCCC(=C)C)CCO
Snitz,81769,CCCCCC=CC=CC(=O)OCC
Snitz,82229,C[C@@]12CC[C@@H](C1)C(C2=O)(C)C
Snitz,82661,CC=C(C)C(=O)OCCC(C)C
Snitz,83268,CC(C)CCCC(C)(C)O
Snitz,84398,CC=CC1=C(C=CC(=C1)C(C)C)C
Snitz,85703,CCC=CCCC1(CCC(=O)O1)C
Snitz,86015,CC=CC=CCOC(=O)C(C)C
Snitz,86579,CCC(=O)OC1CC2CC1C3C2C=CC3
Snitz,86592,CC=CC=CC=CC(=O)C
Snitz,86651,CC=CC(=O)OC(C)C
Snitz,86799,CCCCCC1COCCC1OC(=O)C
Snitz,87166,CCCCCCOCC(OC)OC
Snitz,87582,CCCC=CC(OC)OC
Snitz,88288,C[C@@H]1CC[C@@H]2[C@]13CC[C@]([C@H](C3)C2(C)C)(C)OC
Snitz,88454,CCCCCCOC(=O)CC
Snitz,89306,CCC(=O)OC1CC2CCC1(C2(C)C)C
Snitz,89385,CCC(C)(CCCC(C)C)OC(=O)C
Snitz,89440,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C
Snitz,89479,CC1(CCCC23C1CC(CC2)(C(=O)O3)C)C
Snitz,90592,CC=C(C)C(=O)OCCC(C)CCC=C(C)C
Snitz,90787,CCC(C)CC(=NO)CC
Snitz,90978,CC1(CCC(=O)C2C13CCC(C3)C2(C)C)C
Snitz,90984,CC1(C2CCC(C1C2)(C)S)C
Snitz,91147,CCCCC1C=C(CC(O1)C)C
Snitz,91497,CC1COCC2=CC3=C(C=C12)C(C(C3(C)C)C)(C)C
Snitz,91604,CC(C)(CCCC1=CCC(CC1)C=O)O
Snitz,91696,CC1C(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)C(C)C
Snitz,91697,CC1(CC2=C(O1)C(=CC=C2)N)C
Snitz,91978,CC(C)CCOCCC1=CC=CC=C1
Snitz,92292,CC1C(C2=C(C1(C)C)C(=O)CCC2)(C)C
Snitz,92573,CCCCC(=O)OCCC=CCC
Snitz,92739,CC(CO)OC(C)CO
Snitz,92862,CC(=CCCC(=CCCC(=CCCC(C)(C=C)O)C)C)C
Snitz,92874,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C
Snitz,93009,CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C
Snitz,93199,CC(=CCCC1=CCC(CC1)C=O)C
Snitz,93366,CCCC=CC(OCC)OCC
Snitz,93375,CC1C=C(CCC1C=O)C
Snitz,93832,CCC=CCCOC(=O)C(C)C
Snitz,93838,CC1CCC2(O1)C(CCCC2(C)OC(=O)C)(C)C
Snitz,94060,CC(=CCC(CO)C(=C)C)C
Snitz,94111,CCOCOC1CCCCCCCCCCC1
Snitz,94206,CC[C@H](C)[C@H](C(=O)O)N
Snitz,94349,CC1CCC2=C(C(=O)OC2C1)C
Snitz,94373,CCC(=O)C=CC=C(C)CCC=C(C)C
Snitz,94453,CC(C)C1CCC2CC(CCC2C1)O
Snitz,94569,CCCCC1OC(CC(O1)(C)C)C
Snitz,94579,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(=C)C
Snitz,95266,CC1CC(OC(O1)CC2=CC=CC=C2)(C)C
Snitz,95330,CC1(C2CCC1(C(C2)OC)C)C
Snitz,95414,CC(=O)C=CC1=CC=C(C=C1)OC
Snitz,95978,CCCCCOC(=O)CC(C)C
Snitz,98118,CC(CCCC(C)(C)O)CC=NC1=CC=CC=C1C(=O)OC
Snitz,98403,CC(CCCC(C)C=O)CCC=C(C)C
Snitz,100990,CC(C)C1=CC=C(C=C1)COC(=O)C
Snitz,101010,CCCC1CCOC(S1)C
Snitz,101150,CC1CC(=CC(C1C=O)C)C
Snitz,101550,CC1CC=CCC1C=O
Snitz,101560,CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
Snitz,101600,CCC(C)CCO[Si](OCCC(C)CC)(OCCC(C)CC)O[Si](OCCC(C)CC)(OCCC(C)CC)OCCC(C)CC
Snitz,101700,CC(C)CCCC(C)C1CCC2(C1(CCC3C2CCC4C3(CCCC4(C)C)C)C)C
Snitz,101980,CCCCCC=CCC=CCCCCCCCC(=O)OOCC
Snitz,102020,C1=CSC=C1C=CC(=O)O
Snitz,102120,C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)COC(=O)C
Snitz,102570,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OC2CCCCC2
Snitz,102600,CC(C)(C)CC1=CC=CC1
Snitz,102820,CCC(C)C(=O)OCC(C)C
Snitz,102860,CC(CC(=O)O)Br
Snitz,103380,CCC=CCCOC(=O)C=CC
Snitz,103610,C1=CC=C2C(=C1)C=C(C(=N2)C3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)Cl)O
Snitz,103830,CC(C1=CC=CC=C1)C2=CC(=C(C(=C2)C(=O)O)O)C(C)C3=CC=CC=C3
Snitz,104720,CCN(CC)C1=CC(=C(C=C1)N=NC2=C(C=C(C=C2I)[N+](=O)[O-])[N+](=O)[O-])NC(=O)C
Snitz,105180,CCCCCCCCCCCCCCCCCC(=O)OC(C)C[N+](C)(CCN(CCO)CC(C)O)CC(C)OC(=O)CCCCCCCCCCCCCCCCC.COS(=O)(=O)[O-]
Snitz,105510,CCCCCCCC(=O)CCO
Snitz,105520,C1=CC(=NN=C2C=CC(=O)C=C2)C=CC1=NC3=C(C=C(C=C3)N(O)O)S(=O)(=O)[O-].[Na+]
Snitz,105600,CC(=O)O.C1CN(CCN1)CCN
Snitz,105650,CC1=CC=C(C=C1)OC(=O)CC(=O)C2=CC=CC=C2
Snitz,105760,CCN(CC)CCCl.OS(=O)(=O)O
Snitz,106670,CC(=CCC(C)(C=C)C(=O)OC)C
Snitz,106730,CCC(C)COCC(=O)OCC=C
Snitz,106830,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)CN)C.OP(=O)(O)O
Snitz,107060,CCCC(=O)C(CC)C(=O)OC
Snitz,107220,CC(C[Si](C)(Cl)Cl)C(=O)OC
Snitz,108240,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)[O-])C.[Na+]
Snitz,108340,CC=CC=C1C(=CCCC1(C)C)C
Snitz,108500,CCCCCCCCCCCCCCCCCCCCC(CO)O
Snitz,108510,CCCCCCCCCCCCCCCCC(CCN)C(=O)NC(=O)CCCCCCCCC(=O)NC(=O)C(CCCCCCCCCCCCCCCC)CCN
Snitz,108520,CC(=CC1CC(=C)CCO1)C
Snitz,109110,C1C(=O)N(C(=S)S1)CCS(=O)(=O)[O-].[K+]
Snitz,109120,C1=CC2=C(C(=CC(=C2C(=C1)[N+](=O)[O-])S(=O)(=O)[O-])O)[N+]#N
Snitz,109390,C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Mg+2]
Snitz,109420,CCC(=O)CCC1C(=CCCC1(C)C)C
Snitz,109460,CC(C)CC(=NCCN(CCN=C(C)CC(C)C)CC(COC1=CC=CC=C1)O)C
Snitz,110660,C1C2C3C(C1C(C2Br)Br)C(=O)OC3=O
Snitz,110750,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.O
Snitz,111350,CC(CC1=CC=CC=C1)CC(C)(C)COCC(C)(C)CC(C)CC2=CC=CC=C2
Snitz,112120,CCCCC(=O)OCC=CC1=CC=CC=C1
Snitz,112450,CCC(C)COC(=O)CC1=CC=CC=C1
Snitz,112720,CC(=O)OCCN
Snitz,114450,C[N+](C)(C)CC(COC(=O)C=C)O
Snitz,114510,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)OC(=O)CCCCCCCC=CCC=CCCCCC
Snitz,117550,CCCCCCCCC1=NCCN1CCO
Snitz,118130,CCOC(=O)[C@@H](C)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2
Snitz,118180,CCC(C)(CCC=C(C)C)CC=O
Snitz,118290,COC(C(C(CO)O)O)C(=O)CO
Snitz,119830,C[C@@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
Snitz,121650,CCC(=O)OC12CCN(C(C1)CC3=CC=CC=C23)C.Cl
Snitz,121790,CCCCCCC(C(=O)C)C(=O)OCC
Snitz,122940,CC1=NC=CN=C1CCC(C)C
Snitz,125470,CN1C2=CC(=C(C=C2N=C(C1=O)CCC(=O)N[N+](=O)[O-])OC)OC
Snitz,135190,CCCC1=CC2=CC3=C(C=C2C1N(C)C)OCO3
Snitz,142270,C[Si](C)(C)[Si](C)(C)[Si](C)(C)C1=CC=CC2=CC=CC=C21
Snitz,145390,C1C2C3CN4C2C5C1C3CN5C4
Snitz,155360,COCC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl
Snitz,155710,C[N+](C)(C)CC(=O)C1=CC=C(C=C1)N=NC2=CC(=C(C=C2)NCCC#N)Cl
Snitz,158410,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C
Snitz,160060,CN(C1=CC=CC=C1)C2=NC(=NC(=N2)NC3=C4C(=CC(=C3)S(=O)(=O)O)C=C(C(=C4O)N=NC5=CC=CC=C5S(=O)(=O)O)S(=O)(=O)O)Cl
Snitz,160710,CCCC[C@H]1[C@H]2CCC=C[C@H]2C(=O)O1
Snitz,161950,CC(=O)NC1=CC(=C(C=C1)O)O
Snitz,161990,CCN(CCCNC1=C2C=CC3=C(C2=NC4=CC=CC=C41)N=CC=C3)CCCl.Cl.Cl
Snitz,162000,CCCCCCCCC(OC(=O)C)OC(=O)C
Snitz,162030,CCCCCC1C(CCC1=O)CC(=O)C
Snitz,162050,CCCCC(C)(C)[C@@H](C=C[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O)O
Snitz,162060,CCCCC(C1CCCC1=O)O
Snitz,162210,CC(C)CCCCCC(=O)O.C(CO)N(CCO)CCO
Snitz,162480,CCCCCC(=O)OCCOCCOC(=O)CCCCC
Snitz,163260,C(CO)N.N
Snitz,166260,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)[O-])S(=O)(=O)[O-])N=NC3=CC(=C(C=C3)O)C(=O)[O-].[Na+].[Na+].[Na+]
Snitz,169110,CC(=O)C1=NCCS1
Snitz,170400,C1=CC=C(C=C1)[C@@H](CN)C(=O)N([C@@H](CN)C(=O)N[C@H](CCC[C@@H]([C@@H](CC(=O)NC(=O)CNCCCNCCCCN)O)N)C(=O)O)C(=O)C[C@H](N)O
Snitz,216440,CCCCCCCCC=CCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS(=O)(=O)[O-].[Na+]
Snitz,219670,CCCOC(=O)CCOC
Snitz,221640,CC1COC(O1)(C)C2=CC=CC=C2
Snitz,221690,CCOC1=CC=CC=C1C(=O)OC2CCCC2
Snitz,226490,CC(=O)OCC1C(C(C(C(O1)OC2=C(C=C(C=C2)C=O)OC)OC(=O)C)OC(=O)C)OC(=O)C
Snitz,227080,C1CCC2C(C1)C3(CC2(C(=C3Cl)Cl)Cl)Cl
Snitz,228770,CC(C)(C)C1CCC(CC1)OC(=O)C2=CC=CC=C2
Snitz,228990,CC(CC1=CC=C(C=C1)C2CCCCC2)C=O
Snitz,229380,CCCCCCC(=O)OCC1CCCO1
Snitz,229890,COC1=CC=C(C=C1)C(=O)OCC2=CC3=C(C=C2)OCO3
Snitz,235410,C1=CC(=C(C=C1Cl)Cl)C=CC2=C(C=C(C=C2)Cl)Cl
Snitz,236690,CCCC(=O)OC1=CC=C(C=C1)C(=O)OC
Snitz,240120,CCCCOC(CC1=CC=CC=C1)OCCCC
Snitz,243680,C=CCCCOC(=O)CCC(=O)OCCCC=C
Snitz,243780,CCC(C)COC(=O)C=CC
Snitz,246730,C1=CC=C(C(=C1)C=NNC(=O)C2=CC=NC=C2)Cl
Snitz,248490,CC1=NC=C(O1)C2=CC=C(C=C2)[N+](=O)[O-]
Snitz,249490,CCOC(COC1=CC2=CC=CC=C2C=C1)OCC
Snitz,250100,CCCCCOC1=CC=CC=C1C=O
Snitz,251530,CCCC(=O)OCC(=C)C
Snitz,266590,COC1=C(C=C(C=C1)NC(=CN=O)O)OC
Snitz,278480,CNC(=O)OC1CCCC(C1)N(CC2=CC=CC=C2)CC3=CC=CC=C3
Snitz,285100,CC(CCOC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2
Snitz,287440,C1=CC(=CC=C1C(=O)OC(=O)C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]
Snitz,289150,CC1=CC=C(C=C1)S(=O)(=O)OC2CC3CCC2C3
Snitz,316770,CC(C)(C)C1=CC2=C(CCCC2)C=C1
Snitz,329980,C1CSC2=NC(=C(N21)C(=O)O)Cl
Snitz,369310,CCOC(=O)C1=CN(C(=O)N1CC2=CC=CC=C2)CC3=CC=CC=C3
Snitz,439250,CC1=CC[C@H](CC1)C(=C)C
Snitz,439260,C1=CC(=C(C=C1[C@H](CN)O)O)O
Snitz,439310,COC1=CC(=C(C=C1)[C@@H]2COC3=C(C2=O)C=CC(=C3)O)O
Snitz,439570,CC1=CC[C@H](CC1=O)C(=C)C
Snitz,439850,COC1=C(C=CC(=C1)O)C(=O)CC(=O)C2=CC=C(C=C2)O
Snitz,440920,C(CNC(=O)CC[C@@H](C(=O)O)N)C#N
Snitz,440970,C([C@H]1[C@H]([C@H](C(O1)(CO)O)O)O)OP(=O)(O)O
Snitz,441480,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O
Snitz,441570,C1=CC=C2C(=C1)C(=CN2)OC(=O)C3[C@H]([C@@H]([C@](O3)(CO)O)O)O
Snitz,441640,C1[C@@H](NC(=CC1=CC=[N+]2[C@@H](CC3=CC(=C(C=C32)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COS(=O)(=O)[O-])O)O)O)C(=O)O)C(=O)O)C(=O)O
Snitz,442350,COC1=C(C(=C(C=C1)C(=O)C2=NC=CC3=CC4=C(C=C32)OCO4)O)OC
Snitz,442460,CC(=O)O[C@@H]1CC2CCC1(C2(C)C)C
Snitz,442470,CC1=C[C@@H]2[C@@H](CC[C@H]3N2[C@H](C1)C[C@H]4N3C(=O)CCC4)O
Snitz,442480,C[C@@H]1C[C@H]2CC(=O)[C@@H]3C[C@H]2[C@H](C1)N(C3)C
Snitz,442500,C[C@@]1(C[C@H]2CC(=O)[C@@]34[C@@]2(CCCN3CCC4)[C@H](C1)O)O
Snitz,443158,CC(=CCC[C@](C)(C=C)O)C
Snitz,443160,CC1=CC[C@H](C=C1)C(C)C
Snitz,444090,CC[C@@H](C)S
Snitz,444300,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCCC(=O)NO)O
Snitz,444540,C[C@H]([C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)N)O
Snitz,444970,CC1=C(C2=CC3=C(C(=C(N3)/C=C\4/C(=C(C)S)C(=C(N4)C=C5C(=C(C)S)C(=C(N5)C=C1N2)C)C)C)CCC(=O)O)CCC(=O)O
Snitz,445070,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C
Snitz,445640,CCC=CCC=CC/C=C\CCCCCCCC(=O)O
Snitz,447660,CC1=CC2=C(C=C1CS)N(C3=NC(=O)NC(=O)[C@H]3N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
Snitz,457870,CCCCN(CCCC)CCNC1=C2C(=C(C=C1)Cl)OC3=C(C2=O)C=CC(=C3)C.Cl
Snitz,494310,C1=C(C(=NC(=O)N1[C@@H]2[C@H]([C@H]([C@@H](O2)CO)O)Cl)N)I
Snitz,517830,CCC(CSC(=O)C)(CSC(=O)C)NS(=O)(=O)C1=CC=C(C=C1)C
Snitz,518470,[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[FeH2]
Snitz,518940,CC(=CC(=O)C)O.CC(=CC(=O)C)O.CC(=CC(=O)C)O.[InH3]
Snitz,519410,CC(C)COC(=O)C(F)(F)F
Snitz,519540,CCCCCCCCCCCCCCOC(=O)CCl
Snitz,519710,CC1=CC=C(C=C1)S(=O)(=O)C2=C(C=CC(=C2)N(C)C)N
Snitz,519790,CC(=[Cr])OC
Snitz,519840,CC(=S)OC
Snitz,519890,CCCC(C)C(=O)OC
Snitz,519920,CCCCCCCC(CC#C)O
Snitz,520100,CC(C)C=CCCC(=O)C
Snitz,520110,C1=CC=C(C=C1)CCCCCCO
Snitz,520150,[CH3-].CP(C)C1=CC=CC=C1.CP(C)C1=CC=CC=C1.Cl[Pt+]
Snitz,520300,CC(=O)C1=NCCCC1
Snitz,521180,CC1=CS1
Snitz,521210,CC1(C=CC23C1CCC(C2)(CCC3)C)C
Snitz,521240,CC1=C(OC=C1)C(=O)CC(C)C
Snitz,521300,CCC(=O)CO
Snitz,521330,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C)C)O
Snitz,522210,[C-]#[O+].[C-]#[O+].[CH-]1[CH-][CH-][CH-][CH-]1.[N-]=S.[Cr+6]
Snitz,522670,OS(=O)(=O)O.[Cu]
Snitz,522680,[NH4+].[NH4+].[O-]S(=O)(=O)[O-]
Snitz,524500,CCCN1C2=C(CCCC2)C3=CC=CC=C31
Snitz,533700,CCCCCCCC=CC(=O)OCC
Snitz,537680,CCC(CC)CC(=C)CC
Snitz,538510,CC(=O)OC1C2CC3C(C(O2)CC1O3)OC(=O)C
Snitz,539830,CC(=O)C(=NNC1=CC=CC=C1Cl)C(=O)OC
Snitz,540120,CC(=O)NC1=CC=C(C=C1)C2=CC(=NN2)N
Snitz,543320,CC1CCC2(C(C1)C2(C#N)C#N)C
Snitz,544160,CC1(C2CCC1(C(C2)OC(=O)C=C)C)C
Snitz,548350,CSCOCCCCC1(C[C-]2[C-]1[CH-][CH-][CH-][CH-]2)OCSC.[C-]#[O+].[C-]#[O+].[C-]#[O+].[Cr+6]
Snitz,549520,CC(C)COC(=O)C1CC1
Snitz,556940,CCOC(=O)CCSCC1=CC=CO1
Snitz,557220,CCOC(=O)C1CC=CC(O1)OC
Snitz,560880,CCC1=NN([N+](=N1)C2=CC=CC=C2)C3=CC=CC=C3.[Cl-]
Snitz,565690,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C
Snitz,570570,C1=CC=C(C=C1)C2=NC2C(=O)N
Snitz,576030,CCCCCCCCC1CN=C(O1)C2=CC=CC=C2
Snitz,576240,CC(C)C(=O)OCC(C)C1=CC=CC=C1
Snitz,576260,C1CC2C(C(C1)C2=O)C3=CC=CC=C3
Snitz,582290,C1=CC=C2C(=C1)C=CC(=C2C=NNC(=O)C3=CC4=CC=CC=C4C=N3)O
Snitz,595930,CC1=CC=C(C=C1)CN(C)C=O
Snitz,605630,CC(C1=CC=C(C=C1)C(C)C(=O)OC)C(=O)OC
Snitz,636480,C1CCC2=C(C1)C(=C3CCCCC3=[N+]2[O-])C4=CC=NC=C4
Snitz,637510,C/C=C/C1=NNC(=O)O1
Snitz,637520,COC(=O)/C=C/C1=CC=CC=C1
Snitz,637530,C1=CC=C(C=C1)/C=C/C(=O)OCC#N
Snitz,637560,CC1=C(C=NC=C1)C(=O)N(C)C
Snitz,637570,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@@](C2)(C(=O)OC)O
Snitz,637760,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2
Snitz,637780,C[C@@H]1C[C@H](S[C@H](O1)C)C
Snitz,637800,CCC=C=NC1=CC=CC=C1
Snitz,637920,C/C=C/C(=O)C
Snitz,638010,C1=CC2=CC=CN=CC2=C1
Snitz,638020,C[C@H](/C=C/[C@H](C)C(C)C)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C
Snitz,638100,CC(C)[C@@H](C(C)(C)C)O
Snitz,638140,CCOC(=O)[C@@H]([C@@H](C(=O)OCC)OC)OC
Snitz,640200,CC(C)(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)N2CCC(=O)C[C@H]2C3=CC=CC=C3)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C)OC(=O)C(C)(C)C
Snitz,642230,CC[C@H](C)CC(=O)O
Snitz,642770,CC(C)[C@@H]1COC(=O)[C@H](S1)CC=C
Snitz,642780,C1[C@H](C(=O)OC1=O)C2=CC=CC=C2
Snitz,643730,
Snitz,643820,CC(=CCC/C(=C\CO)/C)C
Snitz,853430,C1[C@H]([C@@H](OC1=O)C(=O)O)C(=O)O
Snitz,969520,C1CCC2=C(C1)C3=C(O2)C=CC(=C3)OCC(=O)NC4=CN=CC=C4
Snitz,1083500,CC1=CC(=CC(=C1)C[C@H]([C@H](C)C(=O)O)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C
Snitz,1339300,COC1=C(C=C(C=C1)Br)/C=C/2\C(=O)NC(=O)N(C2=O)C3=CC=CC=C3F
Snitz,1549000,C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Snitz,1550500,CCOC(=O)[C@@](C(F)(F)F)(NCC1=CC2=C(C=C1)OCO2)NC(=O)C3=CC=CC=C3
Snitz,1550900,C1=CC(=CC(=C1)O)NC(=O)/C=C\C(=O)[O-]
Snitz,1712100,COC(=O)CCC[NH3+]
Snitz,1713000,C1=CC=C2C(=C1)NC(=O)C3=C(C=C(C=C3O2)[N+](=O)[O-])[N+](=O)[O-]
Snitz,2867000,C1=CC(=CC(=C1)C(F)(F)F)C2=CC=C(O2)C=C(C#N)C(=O)N
Snitz,3018900,CC(CC(C)(C)C)C[Si](C)(C)Cl
Snitz,3032900,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)CC(=O)NC)I
Snitz,3033000,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)OC(=O)CN
Snitz,3033500,C1=CC(=CC(=C1)Cl)N2C(=O)C(=CC3=CC=C(C=C3)[N+](=O)[O-])NC2=S
Snitz,3033900,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCOC(=O)N(CCCl)N=O)/C3=CC=CC=C3
Snitz,5270700,COC1=CC=C(C=C1)NC2=NN=C(S2)C3=CC=C(C=C3)N
Snitz,5271600,CC1=CN=C(N=C1NC2=CC(=CC=C2)Cl)NC3=CC(=CC=C3)Cl
Snitz,5280400,C1=CC(=C(C2=C1C(=CC(=N2)C(=O)O)O)O)O
Snitz,5280500,C(C(=O)/C=C\C(=O)O)C(=O)O
Snitz,5280800,C(/C(=C/C(=O)O)/C=C/C(=O)O)C(=O)O
Snitz,5281168,CCC/C=C/C=O
Snitz,5281200,CS(=O)CCC(C(=O)O)N/C=C/C1=CC(=NC(C1)C(=O)O)C(=O)O
Snitz,5281500,C/C=C(\CO)/C(=O)OC/C(=C\C)/C(=O)O[C@@H]1C[C@]2(CO2)[C@@H]3[C@@H](C=C([C@@H]3[C@@H]4[C@@H]1C(=C)C(=O)O4)C)OC(=O)C
Snitz,5281515,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
Snitz,5281600,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O
Snitz,5281900,CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)C(=O)C[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
Snitz,5282100,C[C@@H]1/C=C/C=C(/C(=O)NC2=CC(=O)C3=C(C2=O)C=C(C(=C3C(=O)/C(=C/C([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H]1O)C)O)C)O)C)O)CO)/C)O)C)\C
Snitz,5283300,CCCCCCCC/C=C\CCCCCCCCCCO
Snitz,5283349,CCCCC/C=C/C=C/C=O
Snitz,5284400,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O
Snitz,5284500,C[C@]12CC[C@@H](C1(C)C)CC2=O
Snitz,5284700,C1=CC=C(C=C1)[C@]2([C@@H]([C@H](C(=C(N2)S)C#N)C3=CC(=C(C=C3)Cl)Cl)[N+]4=CC5=CC=CC=C5C=C4)O
Snitz,5288800,C[C@H](/C=C(\C)/C=C/[C@@H]([C@@H](C)C(=O)[O-])N)[C@@H](CC1=CC=CC=C1)OC
Snitz,5311400,CCCC[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N)N(C)C(=O)[C@H](CC2=CNC3=CC=CC=C32)NC(=O)CC(=O)O
Snitz,5323900,COC1=CC(=C(C2=C1C=CC(=O)O2)I)OC
Snitz,5324100,C1=CC=C(C=C1)C2=NN(C(=C2)N)C(=O)NC3=CC=CC=C3
